video,group,frame,landmarks,Label
video_4.mp4,2,71,"[2.4731e+02 1.6767e+02 9.7877e-01 2.4878e+02 1.4725e+02 8.9147e-02
 2.3806e+02 1.4462e+02 9.9322e-01 1.9993e+02 1.4405e+02 6.1886e-03
 1.9073e+02 1.3732e+02 9.3480e-01 1.4649e+02 2.2003e+02 9.5476e-01
 1.5322e+02 2.3638e+02 9.6393e-01 2.1441e+02 3.5206e+02 8.2215e-01
 2.4146e+02 4.1143e+02 9.1249e-01 3.0032e+02 3.6300e+02 8.0668e-01
 3.2903e+02 3.7527e+02 8.9438e-01 1.3884e+02 4.8185e+02 6.2862e-01
 1.1575e+02 4.9325e+02 6.3385e-01 3.1004e+02 4.8820e+02 8.2696e-02
 2.9181e+02 4.9694e+02 1.0791e-01 2.4674e+02 4.7544e+02 2.3955e-02
 2.1278e+02 4.7752e+02]",
video_4.mp4,2,77,"[2.4226e+02 1.6371e+02 9.8370e-01 2.4422e+02 1.4375e+02 1.6828e-01
 2.3095e+02 1.4034e+02 9.9401e-01 2.0640e+02 1.4277e+02 6.3070e-03
 1.8027e+02 1.3458e+02 9.3297e-01 1.4843e+02 2.2490e+02 9.5675e-01
 1.4520e+02 2.3895e+02 9.6299e-01 2.1586e+02 3.5401e+02 8.3017e-01
 2.2708e+02 4.2037e+02 9.0880e-01 3.1531e+02 3.8210e+02 8.1565e-01
 3.2477e+02 3.6266e+02 8.9580e-01 1.4395e+02 4.7947e+02 6.1307e-01
 1.1731e+02 4.9220e+02 6.1084e-01 3.1570e+02 4.8396e+02 7.7447e-02
 2.9528e+02 4.9377e+02 9.9371e-02 2.5740e+02 4.6884e+02 2.2796e-02
 2.2417e+02 4.7254e+02]",
video_4.mp4,2,83,"[2.3758e+02 1.6072e+02 9.8221e-01 2.3839e+02 1.4035e+02 1.5343e-01
 2.2608e+02 1.3710e+02 9.9338e-01 2.0060e+02 1.4021e+02 5.9983e-03
 1.7573e+02 1.3332e+02 9.3009e-01 1.5195e+02 2.2669e+02 9.5608e-01
 1.3787e+02 2.3906e+02 9.6070e-01 2.1217e+02 3.5822e+02 8.2868e-01
 2.1496e+02 4.2301e+02 9.0378e-01 3.1618e+02 3.8109e+02 8.1619e-01
 3.2616e+02 3.5824e+02 8.9363e-01 1.5010e+02 4.7793e+02 5.9317e-01
 1.1113e+02 4.9239e+02 5.8730e-01 3.2186e+02 4.8317e+02 7.2455e-02
 2.9224e+02 4.9393e+02 9.2189e-02 2.7214e+02 4.6649e+02 2.1595e-02
 2.3324e+02 4.6962e+02]",
video_4.mp4,2,89,"[2.3005e+02 1.5802e+02 9.7914e-01 2.3059e+02 1.3977e+02 1.2455e-01
 2.1978e+02 1.3675e+02 9.9188e-01 1.9208e+02 1.3958e+02 7.0797e-03
 1.7275e+02 1.3415e+02 9.3600e-01 1.4798e+02 2.2316e+02 9.5828e-01
 1.3345e+02 2.3961e+02 9.6222e-01 2.1468e+02 3.5195e+02 8.2654e-01
 2.1203e+02 4.2188e+02 9.0418e-01 3.3010e+02 3.6833e+02 8.0451e-01
 3.3678e+02 3.6866e+02 8.8866e-01 1.4981e+02 4.7543e+02 6.0024e-01
 1.1714e+02 4.9203e+02 5.9301e-01 3.2362e+02 4.7966e+02 7.5126e-02
 2.9946e+02 4.9416e+02 9.5778e-02 2.6988e+02 4.7020e+02 2.2205e-02
 2.3518e+02 4.7361e+02]",
video_4.mp4,2,95,"[2.2396e+02 1.5457e+02 9.7990e-01 2.2330e+02 1.3572e+02 9.6902e-02
 2.1393e+02 1.3322e+02 9.9254e-01 1.8161e+02 1.3746e+02 7.2563e-03
 1.6841e+02 1.3402e+02 9.3321e-01 1.4613e+02 2.2560e+02 9.5727e-01
 1.2667e+02 2.3941e+02 9.6179e-01 2.1445e+02 3.5008e+02 8.1996e-01
 2.0621e+02 4.1587e+02 9.0435e-01 3.2809e+02 3.6147e+02 7.9783e-01
 3.4543e+02 3.8745e+02 8.8791e-01 1.4860e+02 4.7909e+02 5.8539e-01
 1.1545e+02 4.9412e+02 5.8170e-01 3.1622e+02 4.8038e+02 6.8945e-02
 2.8751e+02 4.9328e+02 8.8519e-02 2.8763e+02 4.7471e+02 2.0442e-02
 2.3820e+02 4.7315e+02]",
video_4.mp4,2,101,"[2.1918e+02 1.5179e+02 9.8176e-01 2.1796e+02 1.3242e+02 1.2580e-01
 2.0765e+02 1.3111e+02 9.9238e-01 1.8031e+02 1.3441e+02 7.7355e-03
 1.6281e+02 1.3379e+02 9.3089e-01 1.4722e+02 2.2097e+02 9.6102e-01
 1.2176e+02 2.3359e+02 9.6183e-01 2.1394e+02 3.4622e+02 8.4252e-01
 2.0280e+02 3.9986e+02 9.0644e-01 3.3933e+02 3.6101e+02 8.1554e-01
 3.4541e+02 3.9463e+02 8.8761e-01 1.5067e+02 4.7924e+02 6.2129e-01
 1.1017e+02 4.9286e+02 6.0850e-01 3.1179e+02 4.8126e+02 7.4738e-02
 2.7269e+02 4.9103e+02 9.2426e-02 2.8966e+02 4.7981e+02 2.1653e-02
 2.3907e+02 4.7468e+02]",
video_4.mp4,2,107,"[2.1488e+02 1.4953e+02 9.8143e-01 2.1312e+02 1.3065e+02 1.4082e-01
 2.0269e+02 1.2878e+02 9.9161e-01 1.7785e+02 1.3485e+02 8.2540e-03
 1.5750e+02 1.3362e+02 9.2859e-01 1.5101e+02 2.2653e+02 9.6247e-01
 1.1788e+02 2.3061e+02 9.6133e-01 2.1729e+02 3.4331e+02 8.5602e-01
 2.0341e+02 3.9218e+02 9.1078e-01 3.4191e+02 3.6245e+02 8.3307e-01
 3.4534e+02 3.9287e+02 8.9572e-01 1.5129e+02 4.7887e+02 6.5397e-01
 1.0581e+02 4.9120e+02 6.3795e-01 3.1293e+02 4.8390e+02 8.2743e-02
 2.7292e+02 4.9423e+02 1.0109e-01 2.8245e+02 4.8030e+02 2.3111e-02
 2.2563e+02 4.7595e+02]",
video_4.mp4,2,113,"[2.1225e+02 1.4859e+02 9.8105e-01 2.1033e+02 1.3051e+02 1.8081e-01
 1.9911e+02 1.2914e+02 9.9030e-01 1.7928e+02 1.3508e+02 9.1595e-03
 1.5287e+02 1.3449e+02 9.3393e-01 1.5322e+02 2.2833e+02 9.5993e-01
 1.1364e+02 2.3202e+02 9.6088e-01 2.1529e+02 3.4289e+02 8.2862e-01
 1.9818e+02 3.9102e+02 9.0450e-01 3.3557e+02 3.7553e+02 7.9678e-01
 3.4250e+02 3.7659e+02 8.8583e-01 1.5285e+02 4.7754e+02 6.2919e-01
 1.0318e+02 4.9048e+02 6.2029e-01 3.1482e+02 4.8395e+02 7.8680e-02
 2.6918e+02 4.9406e+02 9.8858e-02 2.6770e+02 4.7612e+02 2.3030e-02
 2.0623e+02 4.7481e+02]",
video_4.mp4,2,119,"[2.1272e+02 1.4906e+02 9.8038e-01 2.1054e+02 1.3108e+02 2.1051e-01
 1.9886e+02 1.2987e+02 9.8928e-01 1.8115e+02 1.3614e+02 9.3354e-03
 1.5155e+02 1.3601e+02 9.2207e-01 1.5559e+02 2.3089e+02 9.5928e-01
 1.1147e+02 2.3046e+02 9.5719e-01 2.1348e+02 3.4808e+02 8.4207e-01
 1.8598e+02 3.9573e+02 8.9662e-01 3.1917e+02 3.6897e+02 8.2559e-01
 3.2106e+02 3.5334e+02 8.8855e-01 1.6070e+02 4.7824e+02 6.0752e-01
 1.0563e+02 4.9047e+02 5.9045e-01 3.1092e+02 4.8252e+02 7.1982e-02
 2.7214e+02 4.9120e+02 8.7033e-02 2.7472e+02 4.6952e+02 2.1731e-02
 2.1792e+02 4.7041e+02]",
video_4.mp4,2,125,"[2.1598e+02 1.5098e+02 9.8472e-01 2.1367e+02 1.3144e+02 2.5611e-01
 2.0061e+02 1.3087e+02 9.9141e-01 1.8590e+02 1.3610e+02 9.4321e-03
 1.5251e+02 1.3735e+02 9.1254e-01 1.6192e+02 2.3439e+02 9.5474e-01
 1.0763e+02 2.2856e+02 9.5632e-01 2.1922e+02 3.6118e+02 8.3687e-01
 1.7670e+02 3.8801e+02 9.0481e-01 3.1321e+02 3.6986e+02 8.3537e-01
 2.9320e+02 3.0637e+02 9.0812e-01 1.7122e+02 4.7913e+02 5.9152e-01
 1.1159e+02 4.9120e+02 5.8886e-01 3.2523e+02 4.8129e+02 6.9350e-02
 2.9353e+02 4.8936e+02 8.7698e-02 2.6964e+02 4.7205e+02 2.0847e-02
 2.2861e+02 4.7053e+02]",
video_4.mp4,3,137,"[2.2302e+02 1.5453e+02 9.8671e-01 2.2244e+02 1.3418e+02 3.0374e-01
 2.0792e+02 1.3351e+02 9.9377e-01 1.9720e+02 1.3687e+02 8.8193e-03
 1.5724e+02 1.3762e+02 9.1008e-01 1.6607e+02 2.2956e+02 9.5309e-01
 1.0409e+02 2.2585e+02 9.5426e-01 2.1537e+02 3.6125e+02 8.2843e-01
 1.7131e+02 3.7436e+02 8.9663e-01 3.1797e+02 3.7035e+02 8.2422e-01
 2.5479e+02 2.6706e+02 9.0116e-01 1.7121e+02 4.7833e+02 5.6916e-01
 1.0771e+02 4.8911e+02 5.6522e-01 3.1557e+02 4.7954e+02 6.4962e-02
 2.5695e+02 4.8717e+02 8.0237e-02 2.5400e+02 4.6806e+02 2.0587e-02
 2.0388e+02 4.7340e+02]",
video_4.mp4,3,143,"[2.2494e+02 1.5588e+02 9.8518e-01 2.2460e+02 1.3578e+02 2.4370e-01
 2.1107e+02 1.3535e+02 9.9378e-01 1.9606e+02 1.3687e+02 7.7902e-03
 1.6019e+02 1.3822e+02 9.0844e-01 1.6506e+02 2.2486e+02 9.5457e-01
 1.0379e+02 2.2581e+02 9.5508e-01 2.1541e+02 3.5004e+02 8.4217e-01
 1.7227e+02 3.6750e+02 9.0094e-01 3.1848e+02 3.6943e+02 8.3563e-01
 2.4424e+02 2.5755e+02 9.0502e-01 1.7759e+02 4.7453e+02 6.0469e-01
 1.1254e+02 4.8725e+02 5.9758e-01 3.1560e+02 4.7839e+02 7.2122e-02
 2.5943e+02 4.8675e+02 8.7418e-02 2.5663e+02 4.6904e+02 2.2178e-02
 2.0577e+02 4.7485e+02]",
video_4.mp4,3,149,"[2.2689e+02 1.5593e+02 9.8514e-01 2.2644e+02 1.3558e+02 2.4485e-01
 2.1280e+02 1.3576e+02 9.9387e-01 1.9780e+02 1.3599e+02 7.5499e-03
 1.6241e+02 1.3907e+02 9.1218e-01 1.6382e+02 2.2117e+02 9.5746e-01
 1.0518e+02 2.2442e+02 9.5798e-01 2.1524e+02 3.4814e+02 8.5242e-01
 1.7556e+02 3.6136e+02 9.0692e-01 3.2033e+02 3.6919e+02 8.4008e-01
 2.4002e+02 2.5190e+02 9.0739e-01 1.8286e+02 4.7131e+02 6.5534e-01
 1.1878e+02 4.8577e+02 6.4856e-01 3.1706e+02 4.7934e+02 8.8211e-02
 2.7180e+02 4.8917e+02 1.0639e-01 2.6158e+02 4.7487e+02 2.5519e-02
 2.1633e+02 4.8130e+02]",
video_4.mp4,3,155,"[2.2797e+02 1.5485e+02 9.8223e-01 2.2737e+02 1.3576e+02 2.1772e-01
 2.1410e+02 1.3593e+02 9.9267e-01 1.9832e+02 1.3635e+02 7.2222e-03
 1.6441e+02 1.3982e+02 9.0612e-01 1.6498e+02 2.2070e+02 9.5554e-01
 1.0804e+02 2.2314e+02 9.5591e-01 2.1327e+02 3.4843e+02 8.4639e-01
 1.8130e+02 3.5612e+02 9.0289e-01 3.2137e+02 3.6937e+02 8.3490e-01
 2.4081e+02 2.4577e+02 9.0342e-01 1.7878e+02 4.7229e+02 6.2156e-01
 1.1605e+02 4.8472e+02 6.1480e-01 3.0800e+02 4.7781e+02 7.6305e-02
 2.5796e+02 4.8526e+02 9.1916e-02 2.6312e+02 4.7128e+02 2.3186e-02
 2.1362e+02 4.7683e+02]",
video_4.mp4,3,161,"[2.2855e+02 1.5410e+02 9.8265e-01 2.2789e+02 1.3525e+02 2.1619e-01
 2.1459e+02 1.3558e+02 9.9292e-01 1.9868e+02 1.3571e+02 7.0469e-03
 1.6517e+02 1.3962e+02 9.0266e-01 1.6443e+02 2.1891e+02 9.5397e-01
 1.1036e+02 2.2171e+02 9.5433e-01 2.1023e+02 3.4782e+02 8.4184e-01
 1.8571e+02 3.4958e+02 9.0119e-01 3.2187e+02 3.7090e+02 8.3058e-01
 2.4524e+02 2.3869e+02 9.0140e-01 1.7615e+02 4.7382e+02 6.0269e-01
 1.1483e+02 4.8522e+02 5.9646e-01 3.0117e+02 4.7795e+02 7.0292e-02
 2.4476e+02 4.8385e+02 8.4544e-02 2.5623e+02 4.6914e+02 2.2019e-02
 2.0418e+02 4.7446e+02]",
video_4.mp4,3,167,"[2.2778e+02 1.5255e+02 9.7983e-01 2.2702e+02 1.3440e+02 1.8920e-01
 2.1446e+02 1.3424e+02 9.9173e-01 1.9730e+02 1.3615e+02 7.0656e-03
 1.6585e+02 1.3940e+02 8.9776e-01 1.6651e+02 2.1997e+02 9.5349e-01
 1.1243e+02 2.2030e+02 9.5395e-01 2.1342e+02 3.4803e+02 8.4331e-01
 1.9157e+02 3.4253e+02 9.0278e-01 3.2464e+02 3.7272e+02 8.3207e-01
 2.4811e+02 2.3004e+02 9.0273e-01 1.7985e+02 4.7392e+02 6.0356e-01
 1.1865e+02 4.8474e+02 5.9895e-01 3.0166e+02 4.7802e+02 6.9691e-02
 2.4217e+02 4.8315e+02 8.3980e-02 2.5601e+02 4.6994e+02 2.1815e-02
 2.0223e+02 4.7513e+02]",
video_4.mp4,3,173,"[2.2751e+02 1.4952e+02 9.7573e-01 2.2578e+02 1.3212e+02 1.5492e-01
 2.1410e+02 1.3266e+02 9.8989e-01 1.9429e+02 1.3440e+02 6.7395e-03
 1.6688e+02 1.3982e+02 8.9109e-01 1.6664e+02 2.2002e+02 9.5151e-01
 1.1497e+02 2.1818e+02 9.5209e-01 2.1241e+02 3.4621e+02 8.3913e-01
 1.9699e+02 3.3421e+02 9.0096e-01 3.2458e+02 3.7347e+02 8.2869e-01
 2.5052e+02 2.1990e+02 9.0099e-01 1.7977e+02 4.7423e+02 5.8200e-01
 1.1992e+02 4.8402e+02 5.7852e-01 2.9817e+02 4.7636e+02 6.3560e-02
 2.3004e+02 4.8027e+02 7.6515e-02 2.4990e+02 4.6611e+02 2.0630e-02
 1.9262e+02 4.7182e+02]",
video_4.mp4,3,179,"[2.2684e+02 1.4396e+02 9.6416e-01 2.2430e+02 1.2944e+02 1.2743e-01
 2.1304e+02 1.3063e+02 9.8289e-01 1.9326e+02 1.3359e+02 7.0798e-03
 1.6758e+02 1.4013e+02 8.8180e-01 1.6859e+02 2.1623e+02 9.4865e-01
 1.1551e+02 2.1678e+02 9.5127e-01 2.1327e+02 3.4544e+02 8.3996e-01
 2.0310e+02 3.2376e+02 9.0666e-01 3.2519e+02 3.7477e+02 8.3195e-01
 2.5281e+02 2.1009e+02 9.0714e-01 1.8472e+02 4.7242e+02 5.9166e-01
 1.2197e+02 4.8368e+02 5.9465e-01 3.0379e+02 4.7706e+02 6.3542e-02
 2.3305e+02 4.8199e+02 7.8085e-02 2.5272e+02 4.6686e+02 2.0184e-02
 1.9312e+02 4.7395e+02]",
video_4.mp4,3,185,"[2.2590e+02 1.4484e+02 9.5087e-01 2.2335e+02 1.3057e+02 1.1634e-01
 2.1248e+02 1.3092e+02 9.7316e-01 1.9367e+02 1.3571e+02 7.9215e-03
 1.6786e+02 1.4091e+02 8.7767e-01 1.7916e+02 2.1710e+02 9.4908e-01
 1.1684e+02 2.1456e+02 9.5230e-01 2.1399e+02 3.4695e+02 8.4225e-01
 2.0850e+02 3.1203e+02 9.0956e-01 3.2518e+02 3.7604e+02 8.2990e-01
 2.5294e+02 2.0074e+02 9.0693e-01 1.9528e+02 4.7055e+02 6.2333e-01
 1.2552e+02 4.8207e+02 6.3061e-01 3.0501e+02 4.7704e+02 7.1599e-02
 2.3830e+02 4.8319e+02 8.8496e-02 2.5807e+02 4.6899e+02 2.2057e-02
 1.9923e+02 4.7619e+02]",
video_4.mp4,3,191,"[2.2741e+02 1.4133e+02 9.3601e-01 2.2378e+02 1.2825e+02 9.9164e-02
 2.1327e+02 1.2892e+02 9.6124e-01 1.9444e+02 1.3491e+02 8.2224e-03
 1.6851e+02 1.4158e+02 8.6968e-01 1.9045e+02 2.1852e+02 9.4807e-01
 1.1813e+02 2.1457e+02 9.5060e-01 2.1840e+02 3.4858e+02 8.3940e-01
 2.1237e+02 3.0837e+02 9.0674e-01 3.2729e+02 3.7620e+02 8.2770e-01
 2.5371e+02 1.9734e+02 9.0453e-01 1.9694e+02 4.7152e+02 6.0266e-01
 1.2344e+02 4.8165e+02 6.0991e-01 3.0438e+02 4.7683e+02 6.5031e-02
 2.2304e+02 4.8151e+02 8.0074e-02 2.5500e+02 4.6703e+02 2.0622e-02
 1.8713e+02 4.7461e+02]",
video_4.mp4,4,203,"[2.2919e+02 1.3918e+02 9.4883e-01 2.2628e+02 1.2611e+02 1.2210e-01
 2.1495e+02 1.2615e+02 9.6799e-01 1.9870e+02 1.3407e+02 9.5120e-03
 1.7100e+02 1.3970e+02 8.6766e-01 1.8765e+02 2.1951e+02 9.4799e-01
 1.2396e+02 2.1442e+02 9.5087e-01 2.2220e+02 3.4643e+02 8.3434e-01
 2.1799e+02 3.0779e+02 9.0311e-01 3.3062e+02 3.7541e+02 8.2138e-01
 2.5703e+02 1.9558e+02 8.9909e-01 1.9850e+02 4.7213e+02 5.8260e-01
 1.2970e+02 4.8065e+02 5.9063e-01 2.9268e+02 4.7453e+02 6.1451e-02
 2.1073e+02 4.7713e+02 7.4934e-02 2.5308e+02 4.6330e+02 2.0298e-02
 1.8328e+02 4.7001e+02]",
video_4.mp4,4,209,"[2.3222e+02 1.3899e+02 9.5355e-01 2.2956e+02 1.2569e+02 1.3451e-01
 2.1771e+02 1.2552e+02 9.7074e-01 2.0289e+02 1.3389e+02 9.7635e-03
 1.7255e+02 1.3915e+02 8.7429e-01 1.9051e+02 2.1995e+02 9.4902e-01
 1.2661e+02 2.1348e+02 9.5202e-01 2.2204e+02 3.4523e+02 8.3332e-01
 2.2063e+02 3.0892e+02 9.0306e-01 3.3148e+02 3.7514e+02 8.1666e-01
 2.5989e+02 1.9418e+02 8.9679e-01 2.0061e+02 4.7207e+02 5.9104e-01
 1.3136e+02 4.8070e+02 5.9911e-01 2.9779e+02 4.7381e+02 6.3929e-02
 2.1889e+02 4.7722e+02 7.8226e-02 2.5767e+02 4.6346e+02 2.1049e-02
 1.8905e+02 4.7003e+02]",
