video,group,frame,landmarks
video56.mp4,2,119,"[          0           0      300.96      281.14      308.91       417.7     0.94633       308.7      160.42     0.99045      305.75      144.39      0.5434      292.14      145.74     0.99484      292.63      153.28    0.013436       248.6      161.73     0.88725       303.5      246.59     0.95909      213.96
      266.27     0.96066       342.4      337.22     0.85088      169.99      427.64     0.88665      394.66      366.31     0.84033       296.7      436.28     0.88043      295.52      470.74      0.5641      224.37      484.73     0.55151      369.36      470.26    0.060898      275.09      483.02    0.067067
      321.16      456.05    0.021504      264.62      460.32    0.022434]"
video56.mp4,2,125,"[          0           0      289.95      281.81       328.9      421.93     0.94669      307.62      157.81     0.98642      303.42      142.63     0.39011      292.04      143.84     0.99287      285.06      152.84    0.012709      249.34      161.26     0.88986      301.72      246.87     0.95513      209.65
      271.14     0.95984      337.69      335.36     0.84636      152.12      424.62     0.88756      391.68      368.02     0.83807      279.79      477.92      0.8791      298.29      467.61     0.53944      227.99      484.39      0.5329      404.44      470.84    0.054525      308.47      483.16    0.062318
      329.14      463.68    0.018881      280.89      468.93    0.020339]"
video56.mp4,3,137,"[          0           0      291.44      281.93      318.83       422.5     0.94516      302.89      158.62     0.98495      297.96      143.17     0.34303      287.11      144.11     0.99263      277.96      155.48    0.012011      244.76      164.32     0.89753       299.6      248.61     0.95565      202.31
      277.56     0.95924       336.4         336     0.84757      161.19      431.61     0.88744      390.17      367.84     0.83895      296.73      482.16     0.87961      292.62      462.78     0.55761      220.86      481.56     0.54682       421.4      470.38    0.060879      322.35      483.58    0.070275
       335.3      466.01    0.020344      296.24      470.81     0.02216]"
video56.mp4,3,143,"[          0           0      291.85      281.17       314.9      423.75     0.94556      294.78      158.11     0.99313       291.4      141.76     0.69874      274.98      144.91     0.99578      284.68      151.41    0.016485       231.6       165.4     0.90068       297.2      248.45     0.96027       201.8
      273.03     0.96106      336.64      335.64     0.85383      163.38      429.93     0.88522      390.41      367.58     0.83725      298.66      483.32     0.87171      288.71      463.83     0.58807      217.55      481.64     0.57124      412.64      472.31    0.068092      316.49      485.94    0.076785
      330.43       466.1    0.022368      294.85      471.73    0.024023]"
video56.mp4,3,149,"[          0           0      293.17      282.05      308.88      421.87     0.94632      288.98      158.94     0.99496      288.04       143.5     0.81804      268.63      145.36     0.99645      286.87      153.44     0.02041      226.25      164.42     0.89964      295.73      248.51      0.9633      202.81
       267.2      0.9632      336.69      334.71     0.86296      166.63      422.57     0.89045      389.76      367.56     0.84031      297.21      483.34     0.87187      287.94      463.26     0.63691      219.25      479.83     0.61997      404.05      476.69    0.080265      330.08      490.03    0.089929
      328.16      470.16     0.02502      303.07      474.07    0.026823]"
video56.mp4,3,155,"[          0           0      295.74      284.31      303.45      417.02     0.94769      289.06      162.22     0.99521      289.38      147.38     0.84297      269.53       148.2     0.99648      289.24       157.8    0.023054      228.73      166.03     0.89646      297.17      249.99     0.96371      205.46
      265.29     0.96344      339.87      334.56     0.86412      170.65      417.83     0.89077      390.41      367.48     0.83854      297.59      483.07       0.869       288.1      463.89     0.64156      219.12      479.01     0.62461      402.06      475.84    0.080429      319.04      489.23    0.089632
      328.66      470.24    0.025282       300.5      474.68    0.026986]"
video56.mp4,3,161,"[          0           0      296.87      285.51      300.15      414.57     0.94664      290.03      164.01     0.99514      291.58      149.62     0.85271      271.74      149.35     0.99631      291.94      159.85    0.024961      231.39       164.7     0.89154      297.59      250.11     0.96345      207.02
      262.98      0.9629      340.69      333.98     0.86437      174.01      414.04     0.89003       389.8      367.48     0.83869      296.19      482.34     0.86731      285.47      464.58     0.63493      217.24      478.11     0.61732      394.93      474.64    0.077081      305.39      488.11    0.085199
      327.12      469.82    0.024648      293.99      474.38    0.026091]"
video56.mp4,3,167,"[          0           0      295.98      286.31      301.92      412.69      0.9466      290.13      166.23      0.9956      292.64      151.89      0.8777      272.39         151     0.99652      293.72      161.67    0.027595      232.64      164.74     0.87784      298.39      250.61     0.96418      207.35
      262.53     0.96249      340.81      333.87     0.86872      171.55      410.04     0.89028      389.03      368.57      0.8474      296.68      463.06     0.87143      281.08      470.93     0.63678      210.64      481.82     0.61787      346.01      474.02    0.077506      263.04      486.15    0.082347
      309.28      468.77    0.025457      268.06      471.01    0.025964]"
video56.mp4,3,173,"[          0           0       305.9      284.64      280.97      411.84     0.94675      290.69      164.97     0.99606      293.49      150.56     0.89822      272.47      149.53     0.99677       295.3      160.98    0.029832      232.56      163.41     0.89002       301.2      248.17     0.96552      209.72
      264.86     0.96656      344.77      331.06     0.87108      206.57      417.18     0.90255      393.19       370.1     0.84736      345.57      427.31     0.88518      306.44      462.35     0.69564       240.4      478.26     0.68506      383.74      477.39     0.10043       314.3      492.19     0.11142
      337.38      466.74    0.030749      298.58      467.45    0.032698]"
video56.mp4,3,179,"[          0           0      307.45      284.28      275.01      413.58     0.94518      292.44      164.93     0.99583      294.98      150.35     0.89296      274.01      149.06     0.99655      296.17      161.13    0.028678      232.92       163.5     0.90249      298.59      249.14      0.9657       215.8
      270.84     0.96776      344.55      332.52     0.86577      243.04      429.53     0.90373      389.67      366.75     0.83922      368.21      418.42     0.88394      302.94      461.68     0.69937      243.28      481.95      0.6906      412.08      468.51     0.11098      355.11      489.77     0.12822
      354.97      467.08    0.033617      318.64      474.59    0.036938]"
video56.mp4,3,185,"[          0           0      307.87      283.45      274.38      415.11     0.94359      297.77      163.65     0.99546      299.46      149.13     0.87395      278.84      148.16     0.99651      299.68      161.15    0.025778      237.29      165.32     0.90558      300.29      250.86     0.96424      217.97
       276.7     0.96628      344.49      333.24     0.85627      241.59      443.38     0.89583      388.29      366.38     0.83223      366.77      418.36     0.87827      298.21      466.79     0.65572      239.45      487.58     0.64326      410.37      467.49    0.094961      351.51       487.3     0.10933
      346.29      465.15    0.030056      307.38      475.71    0.032839]"
video56.mp4,3,191,"[          0           0      309.01      283.74      272.59      416.48     0.94543      305.34      166.15     0.99576      306.81      150.61     0.88449      285.61      149.86     0.99675      306.28      162.37    0.025954      243.26      167.05     0.91212      305.98      250.91     0.96413      219.86
      279.38     0.96679      347.34      332.56     0.85397      243.74      445.56     0.89643      388.09      366.35     0.82916      368.53      417.67     0.87816      298.81      466.31     0.66159      238.46      488.13     0.64981      415.63       467.1    0.099158      359.36      487.13     0.11493
      346.28      466.03    0.031244      309.01      477.67    0.034305]"
video56.mp4,4,203,"[          0           0       310.1      284.72      270.72       415.7     0.94621      312.96      170.18     0.99624       315.2      153.64     0.88787      294.07      152.29     0.99622      313.27      163.85      0.0292      250.52      165.66     0.89702      310.81      249.64     0.96494      222.52
      278.96     0.96053         349      332.18     0.86774      243.42      445.17     0.88129      388.61      367.14     0.85332      367.97      416.92     0.87742      301.93      464.49     0.67761      240.23      485.55     0.64972      417.32      471.71     0.11372      366.06      491.18     0.12293
       365.1      467.79    0.034089       323.6      478.13     0.03556]"
video56.mp4,4,209,"[          0           0      310.36      284.83      269.88      415.41     0.94625      316.66      170.36     0.99615       318.3      153.81      0.8754      297.55      152.56     0.99639      315.59      163.88    0.025665      253.49      165.79     0.89658      312.09      250.39     0.96401      224.86
      276.35     0.96009      348.46      331.52     0.86607      243.12      444.79     0.88186      388.16      366.63     0.85303      368.09      416.48     0.87867      302.83      465.21     0.66991      241.31      485.39     0.64312       416.4      471.09     0.10956      364.12      490.25     0.11881
      365.06      467.26    0.033167      321.68      477.29    0.034626]"
video56.mp4,4,215,"[          0           0      310.55      284.83      269.39      415.48     0.94656      317.26      169.68     0.99606      318.83      153.25     0.87312      298.14      152.18      0.9963      316.17      163.31    0.025692      254.09      165.59     0.89639      312.65      250.82     0.96417       225.3
      276.14     0.96017      348.98       332.1     0.86642      243.48      444.38     0.88207      388.25      366.41     0.85343       367.8      416.46     0.87883      302.68      465.59     0.67061      241.06      485.38     0.64371      414.84         472     0.10948      362.56      490.51     0.11855
      363.84      467.54    0.033098      320.58       477.3    0.034515]"
video56.mp4,4,221,"[          0           0      307.42      283.72      261.38      416.14     0.94515      313.43      166.18     0.99514      314.49       150.3       0.863      294.09       149.6     0.99645      312.22      160.98    0.023011      250.33      164.86      0.9121       309.2      250.91     0.96239       222.8
      276.37     0.96652      352.49      338.69     0.84807      243.72      445.07     0.89644      386.66      356.18     0.82809      366.56      415.18      0.8798      302.69      467.66     0.64229       241.1      488.19     0.63482      414.96       467.7    0.091991      355.62      486.06     0.10789
      344.16      464.13    0.029679      304.11         476    0.032826]"
video56.mp4,4,227,"[          0           0      298.19      282.14      246.91      418.82     0.94046      307.44      161.65     0.99598      307.72         146     0.87672      287.07      146.39     0.99733      306.55      157.13    0.021413      244.96      164.46     0.90182      305.55      248.83     0.96169      219.86
      276.21     0.96545      350.45      349.34     0.84702      240.72      445.94     0.89084      371.06      311.52     0.83673       363.3      413.66     0.87663      300.83      468.54     0.62426      238.42      488.29     0.61752      392.73      469.34    0.087947      332.52      485.84     0.10127
      331.39      460.98    0.028815      289.68      473.19    0.031419]"
video56.mp4,4,233,"[          0           0      291.86      281.41      239.01      421.05     0.93255      301.58      156.26     0.99525      301.81      141.33     0.88437      280.56      142.71     0.99643      302.74      153.93    0.027614      240.08       163.5     0.87904      307.65      253.75     0.95906      214.47
       272.9     0.96255      361.43      364.07     0.84181       213.1      442.29      0.8754      340.48      265.63     0.84063       349.1      421.66     0.86547       309.8      472.13     0.57062      239.61      486.78     0.56472      380.03      468.82    0.075186      305.43      480.33    0.083812
      325.37      457.41    0.026367      280.42      459.98    0.028193]"
video56.mp4,4,239,"[          0           0      267.33      280.31      259.91      425.05     0.93983      297.21       154.6       0.995       297.4      140.91     0.88572      275.35      141.71     0.99606      299.15      155.79    0.027872      233.23       165.2      0.8642      312.06      261.69     0.95719      201.55
      277.76     0.95976       368.7      383.32     0.83261      168.59      447.21     0.86351      328.78      262.78     0.84775      324.54       437.1     0.86566      291.11      479.67     0.49036      207.42      490.34     0.48391      351.72      461.73    0.062484      249.56      471.15    0.068273
      310.08       452.8     0.02357      254.81      453.86    0.024672]"
video56.mp4,4,245,"[          0           0      254.91      279.85      287.96       424.9     0.94055      302.45      161.89     0.99529      301.78      145.79     0.87528      279.35      146.96     0.99675         302      160.46    0.023423      233.66      171.74     0.87936      311.04      266.67     0.95501      195.94
       285.6     0.95749      379.74      394.87     0.81455      141.38      457.19     0.84725      332.42      273.75     0.83663      308.61      448.92     0.85492      281.97      480.23     0.43532      193.41      491.68     0.42623      366.98      466.47     0.05314      244.02      472.65    0.058206
      304.45      456.13    0.020498      246.04      455.52    0.021535]"
video56.mp4,4,251,"[          0           0      259.13      280.09      292.94      424.48     0.94144       318.7      169.08     0.99417      315.82      150.56       0.818      294.93      153.98     0.99659      311.03      161.89    0.018496      245.37      177.27     0.88707      314.68      268.89      0.9506      200.12
      289.78     0.95449       385.9      397.83     0.79855      141.51      468.82     0.84111      341.11      276.55     0.83261      312.13      444.53     0.85824      281.91      480.01     0.38495         195      492.94     0.37671      370.14      463.06    0.046032      259.74      471.78    0.051239
      307.46      453.24    0.018713      252.83      453.67    0.019793]"
video56.mp4,4,257,"[          0           0      260.41      280.78      294.31      423.49     0.94152      324.09      171.78     0.99188      320.04      152.61     0.70328      301.73      156.16     0.99572      310.09      163.51    0.015243      251.02      179.01     0.88362      315.13      269.67      0.9486      203.14
      290.97      0.9535      386.46       395.2     0.79718      141.12      469.87     0.84307      347.23      273.84     0.83514      313.09       445.7     0.86163      283.73      482.31     0.37254      198.64      495.14     0.36612      353.01       463.7    0.043267      254.36      472.05    0.048012
      301.29      453.93    0.017808      251.43      454.61    0.018724]"
video56.mp4,5,269,"[          0           0       260.8      282.34      295.64      420.27     0.94121      324.02      175.47     0.99092      320.33      156.28      0.7042       301.8      159.93     0.99498      310.95      166.37    0.016066      250.78      181.87     0.87834      316.12      272.19     0.94766      206.07
      292.62     0.95325      388.38      394.94     0.79663      140.28      468.45     0.84376       344.7      277.13     0.83595      311.07      446.15     0.86271      286.68      482.01     0.37054      202.08      494.54     0.36609      349.45      463.37    0.043062       250.3      471.91    0.047723
       301.1      453.11    0.017844      247.84      454.04    0.018729]"
video56.mp4,5,275,"[          0           0      260.76      282.36      295.72       420.3     0.94146      324.02      175.48     0.99128      320.35      156.26     0.71262      301.72       159.9     0.99517      311.18       166.2    0.016073      250.65      181.59     0.87844      316.65      271.77      0.9479      205.79
      292.85     0.95327      387.86      394.87     0.79657      140.09      468.77     0.84315      346.65      275.85     0.83558      311.14      445.89     0.86186      286.58      482.26     0.37039      201.54      494.78     0.36553      345.64      463.71    0.043037      248.67      472.04    0.047564
      299.59      453.36    0.017839      247.51      454.27    0.018682]"
video56.mp4,5,281,"[          0           0      260.71      282.14      295.69      420.73     0.94198      323.11      174.42     0.99225       319.2      155.11     0.73566      300.42      159.35     0.99569       310.7      164.86    0.016575      250.12      181.65     0.87725      318.58      269.42     0.94867      206.01
      292.11     0.95345      387.23      394.47     0.79965      140.38      468.12     0.84426      350.34      268.98     0.83727      311.39      445.67     0.86188      285.95      481.82      0.3783      199.97      494.36     0.37239      340.77      464.81    0.044112       245.8      472.56    0.048528
      296.26      454.05    0.018084      246.18      454.71    0.018875]"
video56.mp4,5,287,"[          0           0      260.92         282      295.11      420.96     0.94217      322.62      173.59     0.99297      318.54      154.26     0.75775      299.59      158.98     0.99606      310.77      163.86    0.017209      249.74      181.75     0.87754      321.21      267.51     0.94935      206.12
      292.05     0.95381      386.76      394.51     0.80157      140.62      467.62     0.84505      351.68      265.52     0.83759      311.55      445.32     0.86158      286.75      480.98     0.38567      199.42      493.72     0.37921      342.09      465.85    0.045206      245.34      473.04     0.04968
      295.49      454.72     0.01834      245.79      455.16    0.019143]"
video56.mp4,5,293,"[          0           0      261.13      281.83      294.82      421.38     0.94202      322.58      171.92     0.99402      317.89      152.55     0.78187      298.71      158.11     0.99667      310.88      162.47    0.017629      249.64      182.54     0.88001       322.8      266.95        0.95       206.8
      292.05     0.95433      386.52      394.16     0.80178      140.68      467.69     0.84511      354.57      261.39     0.83608      311.33       445.5     0.86021      287.76      480.49     0.39112      199.87      493.43      0.3844      346.69      466.85    0.046071      246.62      473.71    0.050729
       296.3      454.87     0.01855      246.04      455.44    0.019409]"
video56.mp4,5,299,"[          0           0       261.4      281.65      293.97      421.97     0.94188      321.33      169.98     0.99471      316.13      150.73     0.80815      296.65      157.75     0.99701      310.11      160.25    0.019079      248.72       183.8     0.88014      322.77      266.19      0.9508      207.06
      292.77     0.95472      386.26      393.63     0.80222      141.29      467.45      0.8441      355.31      260.29     0.83468      311.64      445.57     0.85777      286.76      480.33     0.39373      199.39      493.58     0.38622       343.1      466.27    0.046614       245.7      473.28    0.051141
      295.07      454.33     0.01877      246.16      455.39    0.019589]"
video56.mp4,5,305,"[          0           0      261.37      281.21      291.32      422.75     0.94256      309.06      166.65     0.99619      303.49      147.56     0.88081      281.79      157.81     0.99769      302.86      157.68    0.025718      239.01      189.67     0.87106      321.05      266.09     0.95277       208.4
      292.29     0.95452      385.75      393.88     0.80615      142.55      466.43     0.84015      354.16      261.39     0.83363       312.5      445.78     0.85127      282.61       479.8     0.40524      197.36      492.63     0.39413      338.92      464.36    0.049242      240.41      472.27    0.053276
      292.47      453.14    0.019637      243.81      454.99    0.020332]"
video56.mp4,5,311,"[          0           0      262.04      283.19      287.47      419.23     0.94199      301.73      172.08     0.99675      297.68      151.67      0.9299      273.95      163.46     0.99763      300.85      159.74    0.037603      235.19       194.4     0.85936      321.58      267.38     0.95384      209.65
      291.45     0.95433      385.04      393.94     0.81177      144.98      464.42     0.84007      352.43      259.39     0.83592      313.57      445.35     0.84906      279.92      479.69     0.42041      194.89      491.72     0.40693      337.53      464.02    0.052447      236.88      472.42    0.056143
      292.19      453.89    0.020697      242.08      455.16    0.021303]"
video56.mp4,5,317,"[          0           0      262.72      285.72      284.98      414.35      0.9422      302.04      179.97     0.99728      299.34      157.72     0.95515      274.03      170.44     0.99777      303.47      161.43    0.046531      235.53      196.74     0.85827      322.19      267.04     0.95432      210.52
      289.24     0.95486      385.22      392.81     0.81568      146.77      462.72     0.84463      356.24      260.33       0.837      314.23      445.02     0.85078      279.07      478.96     0.43871      194.39      490.67     0.42522      338.07       465.9    0.055509      237.63      474.09    0.059494
      291.64      456.17    0.021517      241.68      456.56    0.022176]"
video56.mp4,5,323,"[          0           0      263.27      286.03      284.31      413.88     0.94261      304.81      190.26      0.9974      304.12      164.87     0.96869      277.24      177.69     0.99751      308.73       163.7    0.059346      237.37       197.2     0.85722      322.74      266.33     0.95358      210.29
      288.99     0.95463      385.47      392.49     0.81658      147.42      462.71     0.84691      357.99      261.41     0.83892      314.53      444.68     0.85349      279.47      478.32     0.44474       194.6      490.13     0.43192      337.17      467.74    0.056898      238.09      475.57    0.061017
      291.54      457.55    0.021905      241.81      457.14    0.022581]"
video56.mp4,6,335,"[          0           0      264.22      285.29      284.77      415.31     0.94158      311.82      203.46     0.99706      313.64      175.42     0.97277      285.68      187.33     0.99687       317.8      168.26    0.070509      242.95      197.31       0.859      326.04      266.61     0.95184      210.94
      288.53     0.95456      385.92      393.11     0.81306      148.98       461.7     0.85165      362.92      267.46      0.8381      315.81      443.91     0.85842       277.7      478.09     0.44457       192.2      489.58     0.43561      330.81      469.75    0.056606      238.54      477.65     0.06149
      289.77      459.02    0.021741      242.67      458.89    0.022551]"
video56.mp4,6,341,"[          0           0      265.12      285.58       284.2      414.45      0.9409       313.5      209.03     0.99692      317.21      181.51     0.97422       288.4      191.53     0.99673      322.22      173.95    0.072613      245.96      198.29     0.85725       327.3      267.07     0.95113      211.42
      288.25     0.95504      386.51      392.84     0.81431       150.4      460.52     0.85601      365.71      271.29     0.83991      315.94      443.34     0.86252      281.39      477.93     0.44956      195.23      489.53      0.4433      336.12      470.13    0.057034      241.52      478.58    0.062456
      292.94      459.58    0.021795      245.52      459.58    0.022744]"
