video,group,frame,landmarks
single_video_inclass_front.mp4,2,77,"[     320.52       185.4     0.99461      336.18       163.9     0.93915      291.43       167.4      0.9936      347.14      150.03    0.045928      212.67      154.47     0.92045      350.84      228.04      0.9652      120.56      239.59     0.96018      413.54      306.44     0.89494      127.14      362.79
     0.91683      497.56      358.79     0.88421       304.5      413.32     0.92334      332.75      398.82     0.84778      192.83      420.01     0.83366      483.48       432.1     0.31192       258.5      484.45     0.33949      362.51      462.57    0.091179      309.87      459.31    0.095256]"
single_video_inclass_front.mp4,2,83,"[     311.52      193.42     0.99466      327.21      171.57     0.94543      282.55      175.93     0.99236       338.8      159.71    0.052468       206.9      162.35     0.90612      347.35      233.29     0.96755      116.93      243.45     0.95065      405.86      311.28     0.90026      121.97      367.93
     0.88863      487.64      362.93     0.89514      296.71      418.77     0.90748       330.8      403.08      0.8394      193.78      424.76     0.81061      473.24      436.27     0.31863      263.65      486.75     0.31671       361.8      468.28    0.090598      315.43      467.07    0.086643]"
single_video_inclass_front.mp4,2,89,"[     309.39      198.32     0.99483      325.59      176.54     0.95109      280.41      180.81     0.99247      337.55      164.67    0.054814      206.82      166.39     0.90355      343.48      235.33     0.96736      116.81      244.91     0.95011      400.23      312.17      0.9013      120.98       368.6
     0.88839      475.81         361     0.89776      294.34      420.57      0.9076      324.46      404.11     0.83843      188.51      425.29     0.80887      468.42      437.13     0.31902      252.86      487.64     0.31479      357.91      467.74    0.090999      309.29      467.79    0.086298]"
single_video_inclass_front.mp4,2,95,"[     318.19      201.38     0.99439      334.13       180.6     0.94489      290.91      184.47      0.9924       346.1      168.27    0.052109      217.77      169.96     0.90744      346.98      237.74     0.96659      124.94      246.79     0.95089      402.62      314.21     0.89832      127.97      369.25
     0.89053       480.4      363.48     0.89411      299.43       419.4     0.90811      326.37      405.48     0.82994       193.4      426.15     0.80138      467.96      436.36     0.30285      260.93       486.2     0.30223      359.91      467.25    0.087103      315.74      467.19    0.083353]"
single_video_inclass_front.mp4,2,101,"[      327.1         207     0.99491      341.12      186.37     0.93867      300.92      190.57     0.99398      351.45      173.23     0.04262      226.53      174.97     0.90946      351.08      240.13     0.96594      133.07      250.33     0.95113      407.93      317.77     0.89846      137.07      372.68
     0.89551      485.78      367.45     0.89549      307.77      421.69     0.91271      327.21      406.62     0.82546      196.07      426.73     0.79779      471.96      433.62     0.30272      258.44      484.74     0.30476      363.07      469.57    0.088127      319.78      469.73    0.084718]"
single_video_inclass_front.mp4,2,107,"[     331.94      212.28     0.99583      345.77      191.96     0.94828      306.25      195.81      0.9954      356.29      179.28    0.044203      234.97      181.24      0.9105      354.41      245.16     0.96524      139.57      255.59      0.9516      409.97      321.64     0.89538      143.61      377.18
      0.8959      487.59      370.83     0.89228      315.76      424.86     0.91188       328.9      411.59     0.81145      198.75      430.58     0.78381      472.82      441.27     0.27151      259.67      486.93     0.27577      369.63      469.92    0.078376       319.4      470.69    0.076102]"
single_video_inclass_front.mp4,2,113,"[      329.1      214.56     0.99583      342.22      194.64     0.94731      304.66      198.45     0.99535      352.11      182.04     0.04434      233.32      182.76     0.90981      349.11      246.81     0.96506      137.87      257.68      0.9511      402.46      322.87     0.89489      143.33      378.66
     0.89466      479.78      369.87     0.89206      313.97      424.63     0.91095      325.05      412.75     0.81053      196.32      431.84     0.78239      469.22      439.98     0.27379      260.88      485.52     0.27735      366.08      471.07    0.079381      319.82       470.1    0.076903]"
single_video_inclass_front.mp4,2,119,"[     319.33      212.02     0.99503      331.97      192.93     0.93933      295.46      196.78     0.99403      341.28      181.76    0.045811      224.14      182.67     0.90687      342.35      249.67     0.96543      132.39      259.16     0.94977       397.3      326.08     0.89356      139.25      377.79
     0.88882      482.49      374.91     0.88884      306.51      423.54      0.9056      318.94      415.38     0.80499       190.4      433.48     0.77397         459      444.32     0.26088      257.32      486.45      0.2619      353.95      468.16     0.07578      310.65       466.8    0.072969]"
single_video_inclass_front.mp4,2,125,"[     309.15      209.38     0.99557      321.72      190.33     0.94718      284.68      193.69      0.9942      330.64      180.76    0.048447      214.54      181.07     0.90141      336.22      250.64     0.96617      126.27      259.77     0.94887      388.74      324.24     0.89574      133.47      377.38
     0.88502      465.21      368.94     0.89339      302.84      423.19       0.904      311.75      417.11      0.8028      182.49       434.8     0.76904      447.34      443.63     0.26151       246.2      484.06     0.25817       344.5      467.02    0.076303      301.86      465.96    0.072482]"
single_video_inclass_front.mp4,3,137,"[     311.99       208.7      0.9956      323.58      189.09     0.94456         287      193.67     0.99421      331.77      178.69    0.046888      216.99      181.86      0.9028      337.68      250.84     0.96609      130.35       260.1     0.94865      391.06      324.47     0.89446      140.71      376.66
     0.88485      471.59      369.27     0.89089      307.85      421.75     0.90296      312.38      416.35     0.80139      184.77      432.95     0.76723       444.3      447.32     0.25347      250.05      483.92     0.25103       345.4      465.26    0.073225      299.81      464.52    0.069825]"
single_video_inclass_front.mp4,3,143,"[     313.28      210.01     0.99591      325.15      190.12     0.94941      288.48      194.93     0.99452      333.45       178.6    0.049853      219.19      182.89     0.90523      337.78      250.45     0.96616      132.58      260.66     0.94936      392.51      325.15     0.89371      142.92      378.12
     0.88615      475.87       370.9     0.88871       309.7      422.11     0.90316      314.87      415.12     0.80342      188.66      432.39     0.77022       449.3      446.11     0.25768      259.33       483.4     0.25719      348.11      464.83    0.074764      305.78      464.33    0.071849]"
single_video_inclass_front.mp4,3,149,"[      312.3      211.94      0.9958      324.41      192.14     0.95066      287.36      196.95     0.99437      333.11      181.04    0.052075      218.47      184.95     0.90325      337.26      252.71     0.96584      133.33      263.27     0.94873      391.81      327.15     0.89301      143.08      379.59
     0.88486      476.58       373.1     0.88819      309.82      423.57     0.90218      314.55      418.19     0.79897      189.01      435.44     0.76505      448.72      447.25     0.25318      255.63      484.42     0.25201      343.71      464.85    0.074457      305.33      463.98    0.071364]"
single_video_inclass_front.mp4,3,155,"[     311.34      214.27     0.99573       323.1      195.83     0.94681      288.71      199.11     0.99457      331.58      186.06     0.05182      218.77      187.35      0.9053      335.73      254.48     0.96631      131.94      265.56     0.94949      389.76      327.63     0.89429      142.33      381.57
     0.88557      469.75      372.42     0.88875      308.93      425.26     0.90216      316.57      418.38     0.80653      190.41      436.09     0.77366      453.27      448.79     0.26442      261.94      486.23     0.26367      351.83      469.88    0.076874      308.67      468.21    0.073969]"
single_video_inclass_front.mp4,3,161,"[     310.43      215.95      0.9956      322.23      197.53     0.94644      287.27      200.92     0.99453      330.87      188.35    0.051048      217.82      190.61     0.90501      335.55      256.94     0.96664      131.71      267.94     0.94965      390.23       330.8     0.89419      142.84       383.9
     0.88444      476.18      377.42     0.88697      306.79      427.69     0.89983      316.24      421.37     0.80837      189.71      438.15     0.77524      444.95      457.27     0.26192      259.73      489.94     0.26004      347.65      470.73    0.075673      302.71      469.25    0.072683]"
single_video_inclass_front.mp4,3,167,"[     313.41      217.55     0.99575      325.75      198.69     0.95127      289.51      202.25     0.99472      335.08      189.36    0.053513       220.7      192.79     0.90906      337.94      258.34     0.96652       134.1      269.67     0.95025      394.38      334.65     0.89196      143.75      387.11
     0.88506      484.38      383.67     0.88297      309.56      430.94     0.89959      320.45      422.82     0.80165      194.09      440.77     0.76866      460.91      451.66     0.26038      263.46      490.29      0.2609      350.08      469.41    0.077704      312.87      467.82    0.075105]"
single_video_inclass_front.mp4,3,173,"[     319.15      217.56     0.99598      331.49      198.44     0.95144      294.88      201.95     0.99528      340.95      188.98    0.049503      224.77      190.56     0.91231      342.44      258.51     0.96701      138.49       269.3     0.95183      397.61      334.79     0.89399      146.35      387.69
     0.89026      482.69      382.15     0.88579      315.47      432.09     0.90439      324.64      423.69     0.81098      197.66      442.47     0.78039      475.74       448.5     0.28026      269.13      490.43     0.28341      359.63      472.48    0.084135      324.63      469.76    0.082026]"
single_video_inclass_front.mp4,3,179,"[     321.42      216.41     0.99597      333.75      197.44     0.94995      297.72      200.67     0.99534      343.33      188.13    0.049378       226.4      188.76     0.91261      343.62      258.02     0.96698      138.87      268.19      0.9518       398.9      333.99      0.8948      146.95      387.02
     0.89161      483.56         382     0.88785      315.99         432     0.90638      323.62       422.2     0.81332      195.78      440.29     0.78288      474.96      447.81     0.28739      262.84      489.14     0.29013      356.85      471.27    0.086726      322.58      468.74    0.084308]"
single_video_inclass_front.mp4,3,185,"[     323.73      215.52     0.99535      335.52      196.91     0.93917      301.09      200.29     0.99469      344.65      187.02    0.046995         229      188.18     0.91116      345.34      257.98     0.96674      140.25      267.67     0.95132      400.73      333.16     0.89505      149.35      385.44
     0.89196      482.46      380.39     0.88993      314.79      430.55      0.9077      320.93      420.85     0.81177      192.68      437.11     0.78096      464.02      452.02     0.27958      260.34      488.56     0.28173      354.81      471.34    0.082657      310.65      470.37    0.080154]"
single_video_inclass_front.mp4,3,191,"[     324.35      214.53     0.99555      335.46      195.68     0.93685      301.52      199.58     0.99504      343.86      185.35    0.043284      228.91      186.96     0.91096      345.28      256.71     0.96626      139.65       266.6     0.95097       400.4      331.98     0.89404      149.08      384.15
     0.89175       483.6      379.75     0.88908      314.68      429.65     0.90782      322.64      422.05     0.80589       194.4       438.8       0.775      465.55      452.38     0.26506       264.1      489.25     0.26799       356.2      470.01    0.078254      315.18      468.12    0.076134]"
single_video_inclass_front.mp4,4,203,"[     316.96      212.04     0.99586      329.27      192.33     0.95055      292.33      196.86     0.99477      338.35      181.22    0.050875      222.24      184.02     0.90666      341.19      253.73     0.96656       135.8      263.69     0.95033      396.05      329.36     0.89464      144.98      381.51
     0.88822      480.88      376.99     0.88921      311.01      426.85      0.9045      318.16      419.82     0.80608       190.9      436.45     0.77378      455.95      451.95     0.26099      256.77      488.18     0.26101      353.64      469.54     0.07586      309.16      467.56    0.073117]"
single_video_inclass_front.mp4,4,209,"[     317.63      213.17     0.99593      329.94      193.58     0.95212      293.13      198.34      0.9949      339.08      182.27    0.052476      223.02       185.3     0.90827      341.81      254.14     0.96684      136.88      264.61     0.95085      398.16      330.58     0.89509      145.19      382.16
     0.88936      485.96      379.92     0.88847      311.54      428.07      0.9048      319.87       419.7     0.81016         193      436.72     0.77849      458.67      450.98     0.27075      258.87      488.54     0.27129      351.33      468.97    0.079661      313.02      467.16    0.076891]"
single_video_inclass_front.mp4,4,215,"[     321.15      215.02     0.99495      331.52      196.78      0.9249      299.54      200.19     0.99456      339.29      187.33    0.041761       226.7      188.55     0.91144      344.43      256.78     0.96706      138.06      267.51      0.9518       400.8      332.91     0.89686      146.74      385.66
     0.89351      481.93      380.57     0.89064      313.81      430.63     0.90878      324.77      422.13     0.81765      196.27      439.66     0.78784      473.08      451.23     0.28783      268.34      490.07     0.29115      356.33      474.66    0.084982      319.36      471.79    0.082872]"
single_video_inclass_front.mp4,4,221,"[     323.52      215.62     0.99516      334.91      197.28     0.93471      301.14      200.64     0.99468      343.91      187.85    0.045127       228.9      188.77      0.9137       346.5      257.02     0.96741      139.73      267.98     0.95285      402.86      333.38     0.89733      148.03      386.84
     0.89533      485.14      381.15     0.89043      316.27      431.46     0.90974      327.31      422.22     0.82229      198.78      440.54     0.79363      480.11      450.22      0.2996      272.13      490.86     0.30429      358.94      474.56    0.089539      326.77      471.18    0.087696]"
single_video_inclass_front.mp4,4,227,"[     325.69      215.59     0.99477      336.27      197.79     0.91746      304.62      200.38     0.99466       344.4      188.83    0.038692      230.61      188.62     0.91341      347.22      258.07     0.96696      140.63       268.2     0.95207      403.99      333.53     0.89662      149.37      386.24
     0.89501      486.98      381.68     0.89087      317.55      431.59     0.91017      325.76      422.78     0.81702      196.86       440.1     0.78757      473.33      450.09     0.29127      264.26      490.17     0.29506      355.25      472.93    0.087558      320.25      471.17    0.085264]"
single_video_inclass_front.mp4,4,233,"[     326.13      216.04     0.99474      336.24      198.01     0.91399       304.7      200.97     0.99476      343.81      188.67    0.036215      232.15      188.87     0.91253      347.77      257.55     0.96688       141.5      267.72     0.95228      404.22      333.55      0.8969      149.93      385.85
     0.89594       486.7      381.42     0.89125      318.47      431.47     0.91086       325.6      422.69     0.81644      196.59      439.63     0.78736      474.63      451.39     0.28662      265.84         490     0.29121       359.7      474.63    0.084923       322.4      472.03    0.083039]"
single_video_inclass_front.mp4,4,239,"[     327.24      216.62     0.99509      338.38       198.2     0.92668      305.01      201.36      0.9949      346.96      188.25      0.0397      233.33      189.18     0.91294      349.37      258.83       0.967      143.13      268.27     0.95264      405.22      334.36     0.89677      151.45      386.15
     0.89613      486.75      381.94     0.89115      319.29      432.03      0.9107      325.76      422.11     0.81932       196.9      438.95     0.79078      475.01      450.16     0.29611      264.29      489.68     0.30068      359.19      473.42    0.088816      321.12      471.45    0.086734]"
single_video_inclass_front.mp4,4,245,"[        328      216.31     0.99551      339.56       197.8     0.93545      305.72      200.85     0.99523      348.68      187.76    0.042814      234.86      188.06     0.91402      350.56      258.05     0.96733       144.3      267.32     0.95332      405.67      333.65     0.89728      151.58       386.3
     0.89735      487.66      381.13     0.89125      320.43      432.12     0.91131      325.29      420.85     0.82269      195.72      437.35     0.79464      478.56      450.14     0.30166      265.31      488.83     0.30725      364.52      475.23    0.089648      321.62      473.32    0.087893]"
single_video_inclass_front.mp4,4,251,"[     328.35      216.37     0.99592      341.17      197.66     0.94799      305.46      200.27     0.99548      351.59      188.12    0.049432      235.83      187.86       0.915      352.27      258.64      0.9678      145.44      267.41     0.95413      407.48      334.34     0.89763      152.28       386.5
     0.89796      490.49      382.24      0.8908       322.3      432.91     0.91099       325.7      420.71     0.82719      195.77       437.3     0.79978      479.68      448.69     0.31476      265.27      488.95     0.32063      363.09      474.64    0.095073      324.75      473.16    0.093178]"
single_video_inclass_front.mp4,4,257,"[     323.86      216.69     0.99667      339.76      197.51     0.96859      298.93      199.02      0.9959      352.72      189.52    0.069571       234.1      187.06     0.91243      353.45      259.47      0.9688      148.08      268.25     0.95532      407.86      334.93     0.89879      153.25      386.63
     0.89727      491.25      383.15     0.89015      322.72      433.59     0.90857      326.54      420.37     0.83381      197.09         437      0.8069      480.08      447.45     0.33065      262.55      489.52      0.3353       363.7      473.26      0.1014      326.69      472.94     0.09904]"
single_video_inclass_front.mp4,5,269,"[     312.97      215.91     0.99759      333.02      196.62     0.98607      286.53      196.48     0.99632      349.08      190.83     0.14275      228.88      186.11     0.90479      353.32      260.86     0.97022      146.98      269.35     0.95646      405.62      335.35     0.90153      151.48      385.75
     0.89527      487.65      383.02     0.89053      318.98       433.1     0.90498      327.72       422.1     0.84282      198.11      439.24       0.816      481.72      448.15     0.34619      263.98      492.65     0.34815      368.46      477.18     0.10559      327.28      477.13     0.10266]"
single_video_inclass_front.mp4,5,275,"[     311.86       216.4     0.99757      331.92      196.69     0.98592      285.18      196.65      0.9962      347.87      190.54     0.13969      227.51       186.2     0.90369       351.5      261.09     0.97023         146      269.48     0.95598      402.64      335.26     0.90161      150.04      385.69
     0.89368      482.71      382.15     0.89138      316.45      432.88      0.9041      325.65      419.94     0.84352      197.05      436.88     0.81613      475.96      446.01     0.35395      257.73      491.16     0.35355      361.87      474.09     0.10947      320.75      475.68     0.10551]"
single_video_inclass_front.mp4,5,281,"[     310.19      216.13     0.99745      330.41      196.52     0.98593      284.09      196.55     0.99585      346.87      189.91     0.15617      226.15      185.94      0.9029      350.74      260.79     0.97034      144.88      269.16     0.95608      402.22      335.69     0.90197      149.03      385.66
     0.89368       482.5      382.43     0.89134      315.91      433.34     0.90382      325.85      420.72     0.84397      196.94      437.76     0.81663      477.81      447.72      0.3512      258.66       492.1     0.35085      363.93      475.69     0.10762      323.47      475.81     0.10393]"
single_video_inclass_front.mp4,5,287,"[     310.22      216.61     0.99709      330.22      197.97     0.98318      285.38      197.01     0.99542      346.36      192.04      0.1454      226.64      185.74     0.90272      350.52      262.04     0.97015      144.77       269.3     0.95603      402.65      336.58     0.90158      149.16       385.9
     0.89388      482.33      383.27     0.89112      315.08      433.72     0.90416      327.02      421.25     0.84183      198.31      438.02     0.81474      478.45      447.88     0.34576      261.23      492.43     0.34628       365.7      475.65     0.10599      325.46      475.12     0.10262]"
single_video_inclass_front.mp4,5,293,"[     311.55      217.08     0.99698      331.35      198.22     0.98213      285.88      197.66      0.9954      347.11      192.39     0.13038       227.4      186.28     0.90234      351.32      262.31     0.96994      145.22      269.59     0.95569      403.16      337.04     0.90137      149.13      386.23
     0.89371      482.74      383.64     0.89148      316.03       434.1     0.90445      326.42      421.57      0.8403      197.48      438.12     0.81287      477.99      447.78     0.34444      257.82      492.32     0.34455      363.62      474.87     0.10603      324.64      474.83     0.10244]"
single_video_inclass_front.mp4,5,299,"[     311.86         217     0.99711      331.87      197.96     0.98286      286.07      197.37     0.99555       347.7      191.82     0.13125      226.98      185.88     0.90334      350.98      262.07     0.97001      145.05       269.4     0.95572      403.04      337.17     0.90132      147.34      386.36
     0.89355       483.5      384.09     0.89141      315.28      433.96     0.90441      325.76      421.36     0.84128      196.78      438.07     0.81387      476.76      447.53     0.34761      257.72      492.72     0.34745      363.25      475.75     0.10701      324.12      475.67     0.10324]"
single_video_inclass_front.mp4,5,305,"[     316.05      217.82     0.99634      334.72      198.82     0.97617         291      199.86     0.99465      349.92      190.16      0.1151      229.43      186.55     0.90461      351.91      261.65     0.96944      145.73      269.29     0.95521      402.58      336.73     0.90111      149.22      386.51
     0.89518      482.04      382.94     0.89286      316.34      434.21     0.90707      324.86      421.21     0.84041       195.7      437.64     0.81316      476.63      447.14     0.35003      258.02      490.52     0.35089      360.16      474.95     0.10881       322.4      474.53     0.10522]"
single_video_inclass_front.mp4,5,311,"[     322.28      218.51     0.99596      340.07      199.58     0.96994      298.02      200.93     0.99435      354.66      189.71       0.095      233.97      187.43     0.90802      352.77      261.53     0.96906      147.18      268.64     0.95513      402.97      336.31     0.90128      149.94       386.3
     0.89723      482.45      382.68     0.89447      317.15      434.02     0.90967      323.03      419.36     0.84266      194.08      435.42     0.81602       475.1      446.51     0.36008      252.74      489.77     0.36108      356.67      473.37     0.11327      317.97      473.68     0.10925]"
single_video_inclass_front.mp4,5,317,"[     326.79      219.62      0.9959       342.9      200.02     0.96223       302.2      202.62     0.99471      355.62      188.31    0.066898      235.84      188.03     0.91092      353.18      260.93     0.96841      147.18      268.36     0.95459      403.92      336.57     0.89976      149.75      386.49
     0.89749      483.16      383.21     0.89359      316.99      434.16     0.91055      323.33       418.9     0.83972      194.49      435.22     0.81324      475.73      446.91     0.35395       255.6      489.89     0.35626      357.57      474.08      0.1108      318.05      474.08     0.10717]"
single_video_inclass_front.mp4,5,323,"[     325.08      219.66     0.99587      341.19      200.43      0.9634      300.63       202.8     0.99463      354.05      189.73    0.070542      234.65      188.77     0.90994      351.29      261.69     0.96838      145.83      268.53     0.95421      402.29      337.11      0.8997       147.2      386.57
     0.89625      481.77      383.88     0.89352      314.49      434.29      0.9096      321.43      419.43     0.83819      193.25      435.69     0.81101      473.88      446.68      0.3522      252.46      490.43     0.35318         352      473.43      0.1109      316.01      473.48     0.10678]"
single_video_inclass_front.mp4,6,335,"[     334.13      220.39     0.99535       348.4      201.15     0.94902       310.2      204.15     0.99465      360.01      189.86    0.052221      242.05      190.11     0.91306      357.11      261.49      0.9674      151.12      269.58     0.95492      411.11      338.47     0.89807      153.77      387.48
     0.90066      498.39      389.73     0.89111      323.01      435.74     0.91274      329.55      423.84     0.83081      200.87      441.03     0.80568      480.98      447.49      0.3291      265.49      492.23       0.336      361.77      473.95     0.10343      333.09      472.74     0.10127]"
single_video_inclass_front.mp4,6,341,"[     341.05       220.4     0.99529       355.7      201.43     0.94856      317.27      203.93     0.99473       367.9      190.47    0.052474      248.58      190.02     0.91356      363.42      261.64      0.9665      157.14      269.96     0.95555      417.32      337.65     0.89667      158.34      387.85
     0.90329      502.61      388.44     0.89075       329.8      435.71      0.9149      335.95       422.9     0.82907      207.04      440.03     0.80622      486.73      449.53     0.32047      272.77       492.7     0.33097      368.76      472.59    0.099124      340.61      471.71    0.098245]"
single_video_inclass_front.mp4,6,347,"[     354.76       222.2     0.99494      368.74      203.22     0.94105      331.19      206.14     0.99467       380.4      191.71    0.048691      262.41       191.4      0.9158      373.77      262.12     0.96605      170.99      270.93      0.9575      427.54      337.83     0.89663      172.22      388.26
     0.90909      509.22      387.85     0.89017      342.29      436.28     0.91799      343.58      423.17     0.83578      217.02      440.46     0.81636      495.35      447.04     0.33823       277.8      492.91     0.35334       371.2      472.88     0.10741      356.83      471.87     0.10744]"
single_video_inclass_front.mp4,6,353,"[     364.58      224.24     0.99533      378.31      205.06     0.94231      341.14      208.23     0.99535      388.97      191.87    0.044928      272.02      192.75     0.91989       381.9      262.18      0.9656      179.89       270.9     0.95868      434.36      339.01     0.89364      180.91      388.52
     0.91077      523.06      391.79     0.88415      351.57      438.69     0.91649      348.95      423.62     0.83393      222.42      440.57     0.81589      499.55      448.92       0.328      284.61      494.75     0.34651      374.62       475.8     0.10371      359.91      474.53      0.1047]"
single_video_inclass_front.mp4,6,359,"[     383.62      234.79     0.99384      398.17      215.95     0.94291      359.93       217.9     0.99374      408.51      202.75    0.045337      290.71       201.8      0.9209      393.39      267.12     0.96297       195.2      274.97     0.95847       444.1      342.59     0.88661      193.77      392.39
     0.91166      530.96       393.6     0.87626      364.07      440.54     0.91404      350.88      426.19     0.82914      225.87      441.03     0.81345       496.1       451.9     0.32241      283.75      495.26     0.34395      374.21      478.11     0.10418      359.36      477.55     0.10579]"
single_video_inclass_front.mp4,6,365,"[        408      255.08     0.99387       420.6      234.89     0.91763       384.6      238.46     0.99299      428.25      217.42    0.032379      313.45      219.45     0.92051      403.13      272.79     0.95686      209.03      281.96     0.95634      452.93      345.92     0.88214      203.32      396.06
     0.92056      540.63      393.87     0.87624      373.36      440.43     0.92369      359.86      425.23     0.83664       237.8      440.89      0.8275      500.56      452.44     0.33122      297.23      494.31     0.36483      383.33      482.15     0.11237      372.77      476.96     0.11723]"
single_video_inclass_front.mp4,6,371,"[     424.56      275.54     0.99503      436.98       254.5     0.93316      400.02      258.91     0.99488      444.67       235.2    0.029629      328.66      239.07     0.92101      408.46      278.26     0.95059      219.91      288.56     0.95273       456.3      348.51     0.87221      211.31      398.82
     0.91956       543.2      393.45     0.87074       375.8      438.22     0.92384      352.32      412.32     0.83509      233.63      426.81     0.82812      490.87      452.86     0.35685      297.59      489.55     0.39541      381.39      479.44     0.12416      358.77      477.03     0.13043]"
