video,group,frame,landmarks
single_video_bad.mp4,2,77,"[     576.87      190.88     0.97852      605.08      162.26     0.57083      566.28      143.03     0.99258      623.63      146.92   0.0084362      508.38      94.819     0.82209      588.12      218.32     0.62964      353.41      158.03     0.93021      634.32      303.71     0.23326      187.54      316.77
     0.84719      552.53      318.58      0.3542      289.33      367.76     0.84965      500.17      458.78     0.17492      333.75      451.35     0.32949      542.64      437.07    0.016321      368.29      450.91    0.035476       479.7      406.66   0.0090949      342.71      417.88    0.014308]"
single_video_bad.mp4,2,83,"[     572.56      207.93     0.97835      599.57      175.05     0.52716      560.71      159.51     0.99332      618.85      151.66   0.0068722      499.37      107.55     0.80445      586.26      211.64     0.61442      345.96      161.23     0.92046       634.4       299.6     0.25422      180.24      324.65
     0.84661      545.95      317.34     0.39768      286.11      367.35     0.86021      496.61      459.09     0.16892      326.43      453.83      0.3139      542.39      437.63    0.015431      362.71       451.2    0.032703      484.92      404.56   0.0086637      340.68      415.43    0.013399]"
single_video_bad.mp4,2,89,"[     563.72      214.15     0.98729      595.21       180.5     0.73956       550.3      161.61     0.99572      619.89      162.81     0.01201      492.85      112.68     0.80052      593.04       221.3      0.6506      347.53      161.96     0.92428      638.19      301.82     0.28048      178.52      324.99
     0.84515      545.46      318.26     0.42214      287.22      368.34     0.85647      499.33      463.55     0.18857      324.58      455.93     0.33348      538.96      441.51     0.01737      354.64      453.57    0.035109      484.28      409.85   0.0093527      337.59      418.59    0.014082]"
single_video_bad.mp4,2,95,"[     551.17      219.77     0.99332      589.98      188.31     0.89658       535.5      166.03     0.99749      622.29      173.38    0.026072      485.33      116.49     0.79804       600.3      219.32      0.5824      344.97      166.25     0.92204      633.27      306.01     0.18497      174.41      327.48
     0.82884      559.86       317.5     0.29117      285.82      368.69     0.82705       501.1      463.19     0.16784      323.88      454.69     0.32894      534.33      445.64    0.017312      343.91      453.14    0.038501      479.65      411.68   0.0096554      332.73      418.59    0.015487]"
single_video_bad.mp4,2,101,"[     566.28      224.83     0.97538      592.26      191.37     0.57445      552.62      177.25     0.99322      610.99      169.66   0.0081176      485.58      131.87     0.82707      561.09      217.95     0.68034      337.39       170.1     0.91638       613.4      288.17     0.34942      165.89      330.53
     0.83898      540.81      317.59     0.49541      286.04      367.81     0.85924      473.52      458.85     0.19042      314.67      455.95      0.3099      533.93      439.01    0.016521      359.92      448.98     0.03061       479.7      402.76   0.0090722      337.52      410.05    0.012906]"
single_video_bad.mp4,2,107,"[     574.74      222.82     0.96948      596.98      190.76     0.38613      563.45      178.96     0.99249      607.91      162.36   0.0046053      490.39      128.23     0.87399      534.91      220.31     0.62472       337.6      166.97     0.91371      499.29      303.24     0.23882      167.69      329.85
     0.82498      526.36      313.26     0.33899      285.07       367.7     0.83085      446.97      454.89     0.15987      303.08      452.53     0.28587      519.05      438.76    0.015634      360.22      449.38    0.031832      467.96      394.29   0.0091193       334.4      407.79    0.013564]"
single_video_bad.mp4,2,113,"[     585.84      228.63     0.92799      609.13      197.47     0.24501      570.99      186.78     0.98556       618.9      169.14   0.0034938      499.27      137.54      0.8282       550.2      216.26     0.67351      341.75      173.95     0.91056      612.02      284.78     0.38372       168.3      325.42
     0.84557       541.8      315.48     0.54246      286.32      367.13     0.87205      457.92      457.53     0.19236      309.09      455.11     0.30505       532.2      447.61    0.015073      364.95      454.53    0.027524      470.47      400.36   0.0082164      342.17      408.84     0.01157]"
single_video_bad.mp4,2,119,"[     570.97      227.07     0.96942      599.72      198.38     0.45299      562.97      179.21      0.9914      619.15       173.4   0.0065468      504.13      121.62     0.81187      571.84      219.26     0.63335      342.43      171.78     0.91779       620.4      293.95     0.28927       171.2      327.32
     0.83929      541.87      317.86     0.43605      287.37      369.63     0.85648      491.36      459.62     0.16905      327.87      456.53     0.29922      545.73      440.82    0.014767      365.32      451.44    0.029506      488.09      401.92   0.0083558      342.34      411.48    0.012496]"
single_video_bad.mp4,2,125,"[     596.51      236.99     0.82691      621.85      203.74     0.15805      572.21      200.93     0.96773      633.43      167.58   0.0032747      493.47       152.3     0.78376      582.37      203.58     0.55352      340.28      180.33     0.89361       622.5      286.64     0.28946      163.77      330.07
     0.84255      541.36      317.76     0.47623       284.4      366.52     0.87788      486.24      455.37     0.14457      322.12      455.09     0.26557      533.79      443.59    0.012025      356.24      448.17    0.024482      469.27      389.91   0.0072293      345.01      402.49    0.010895]"
single_video_bad.mp4,3,137,"[     556.11      214.13     0.99161      591.73      184.12     0.84547      541.44      163.28     0.99683      620.14       165.4    0.016142      484.64      108.71      0.8149      578.78      206.52     0.68819      337.27      160.71     0.92243      631.66      285.16     0.32601      168.05      325.97
     0.84178      537.52      316.79     0.46653      296.77      366.12     0.85525      459.83      453.08     0.21633      293.73      445.73      0.3487      527.44      443.08    0.019476      333.32      448.33    0.036704      464.01      401.34    0.010172      320.54      407.58    0.014638]"
single_video_bad.mp4,3,143,"[     546.03      187.46     0.99662      584.05      161.31      0.9365       533.8      133.17     0.99809      608.18      152.58    0.024152      479.01      76.427     0.85436      581.61      203.15     0.73749      341.85      135.06     0.94258      641.37      297.02      0.3058      173.59      330.18
     0.86173      569.61      322.47     0.38801       336.6      347.74     0.85024      478.11      460.26     0.30423      305.41      451.06     0.47082      531.74      467.78    0.024911      355.89      475.35    0.049896      460.05      417.67    0.010537      337.67      422.02    0.015932]"
single_video_bad.mp4,3,149,"[      556.2      183.42     0.99577      592.22      152.22     0.88491      543.89      127.37     0.99773      616.99      139.11    0.016208      488.06      72.732     0.85851      580.93      218.24     0.66386      353.35      125.15     0.93882       639.4       315.2     0.19538      184.54      325.05
     0.85538         562      344.11     0.26274      388.15      340.58     0.83955      473.41      465.85     0.22628      307.18      453.37     0.40946       535.9      458.28    0.020078      366.75      472.48    0.046862      467.38      409.62   0.0095408      346.01      417.76    0.015761]"
single_video_bad.mp4,3,155,"[     563.82      204.13     0.98989      596.93      171.99     0.67276      555.45      149.69      0.9957       622.2      146.04   0.0083297      504.37      83.795     0.79852      577.28       193.6     0.70879      354.02      134.04      0.9325      639.13      284.67      0.3618      191.17       324.3
     0.86935      535.33      318.55      0.4874      302.07      354.91     0.87202      474.04      457.26     0.28105      307.76      449.62     0.43626      533.64      449.74    0.023431      348.58      460.79    0.044671      474.59      412.74     0.01059      335.43       418.7    0.015398]"
single_video_bad.mp4,3,161,"[      555.8       207.7     0.99113      591.78      179.15     0.75354      547.96      154.54     0.99585      620.13      153.29    0.012384      498.41      86.115     0.83808      588.96      219.56     0.53689      357.07      134.08     0.92858      628.59         325     0.11088      186.67      333.87
     0.83939      551.19      351.89     0.16031      368.94      346.62     0.81355      473.16       466.7     0.16762      303.98      454.59     0.36455      530.64      456.18    0.017355      361.97      470.59    0.046831      471.34      408.36   0.0090697      345.68      418.24    0.016369]"
single_video_bad.mp4,3,167,"[     561.69      211.13     0.98887      597.09      180.55     0.67545      553.76      157.25     0.99525      626.28      152.07   0.0092364      505.67      87.839     0.76993      588.19      195.35     0.62339      353.39      138.94     0.92181      640.73      290.94     0.25363      186.05      331.66
     0.84286      535.03      320.89     0.38973      285.11      341.68     0.85391       490.4       452.3     0.18315       315.9       445.1     0.32947      543.29      433.91    0.017812      357.85      442.17    0.036782      479.31      402.32   0.0097947      333.11      406.71    0.014991]"
single_video_bad.mp4,3,173,"[     554.34      209.44     0.99132      591.88      179.71     0.75899       546.3      153.77       0.996      621.84      155.17    0.012356       498.4      85.836     0.84729      588.31      220.86     0.52108      357.91      135.86     0.92906      638.06      308.36     0.10202      177.17      322.35
     0.83752      603.26       329.6     0.14534      373.09      338.71     0.80588      481.24      467.76     0.16697      312.92      456.68     0.36899      532.33      455.04     0.01702      356.67      468.54    0.047083      468.73      404.87   0.0092367      343.39      415.25    0.016986]"
single_video_bad.mp4,3,179,"[      559.8      209.66     0.98946      595.67      179.93      0.6961      551.67      155.68     0.99568      624.73      153.77   0.0094869       505.7      87.128     0.77314      587.04      195.75     0.64875      352.98      139.84      0.9241      641.05      287.06     0.30218      164.78      302.55
     0.85545      537.71      319.36     0.44497      293.03      346.28     0.86459       482.4      451.88     0.22302       312.9       444.1     0.37954      542.51      439.08    0.019854      345.91      444.88    0.039848      474.42      401.46    0.010297      330.85      409.48    0.015495]"
single_video_bad.mp4,3,185,"[     548.94      204.53     0.99157      588.01      178.93     0.86921      539.99      152.47     0.99467      617.93      154.56    0.033372      497.76      85.349     0.81872      580.69      203.76     0.65067      347.63      139.98     0.94677      628.18       285.2      0.2415      152.59       286.5
     0.88423      548.74      315.89     0.33143      329.17      344.91     0.86721      470.96       461.5     0.28924      305.51       450.6     0.49383      502.34      471.05    0.021597      327.01      479.51    0.050098      427.28      405.29   0.0097003      307.57      422.99      0.0162]"
single_video_bad.mp4,3,191,"[     541.18      201.73      0.9945      583.69      182.04     0.93378      534.79      148.16     0.99644      614.81      165.93    0.055056      496.69      79.073     0.77324      586.85       191.7     0.73919      345.32      138.65     0.95091      635.63      287.53     0.41463      152.28      268.59
      0.8921      539.49      318.15     0.52624      279.32      363.63     0.88273      502.24      458.35     0.35732      330.91      449.63     0.53312      530.33      463.95    0.028109      332.12      471.28    0.054774      443.94      420.99    0.012118      321.66      434.37    0.018373]"
single_video_bad.mp4,4,203,"[     530.06      191.68     0.99615      575.96      174.62      0.9686      525.85      136.34     0.99639      611.46      166.81     0.12529      492.21      70.664      0.7719      582.62      195.75     0.79497      345.67      134.73     0.95584      631.89      291.46     0.48388      160.74      282.01
     0.89594      536.14       317.3     0.57292      292.92       358.2     0.88231      484.67      459.82      0.4343       315.1      447.02     0.58878      515.14      482.85    0.032257      313.26      487.43     0.05803      430.83      427.68    0.012081      311.31      437.97    0.017403]"
single_video_bad.mp4,4,209,"[     535.61      199.48     0.99738      579.58      181.88     0.95644      531.69      143.96     0.99838      612.57      170.02    0.044708      498.08      73.549     0.78544      590.17      196.25     0.80384      343.52      134.96     0.94616      641.16      291.87     0.48723      170.23      274.13
     0.87206      538.01         318     0.56823      234.84      338.59      0.8531      474.67      449.78     0.43436       302.3      437.44     0.57397      522.04      477.69    0.033887      322.82      481.64    0.055575      465.04      427.24    0.012135      314.82      434.93    0.016138]"
single_video_bad.mp4,4,215,"[     519.46      205.55     0.99829      568.56      192.31     0.98064      517.03      147.81     0.99881      611.61      184.51    0.092152      489.82      75.489     0.74816      598.57      205.23     0.77061      344.54      140.76     0.94324      642.61      293.53     0.42331      154.84      285.94
     0.86297       536.2      317.06     0.53529      290.26      361.25     0.85445      497.89      463.48     0.35577      317.42      450.99     0.50796      532.95      473.11    0.028498       314.1      477.05    0.048985      461.63      424.27    0.011498      322.98      432.78     0.01584]"
single_video_bad.mp4,4,221,"[     519.25      208.95     0.99817      568.43      195.74     0.97962      516.42      151.55     0.99881      611.89      186.34    0.084259      489.29      79.303     0.73963      602.15      206.08     0.76556      344.26       141.7     0.94156      642.24      294.63       0.405      162.59      285.81
      0.8527      540.03      317.53     0.51281      253.77         358     0.84028      502.41      455.47     0.31987      320.29      442.75     0.46819      534.72      457.15    0.027974      323.65      459.95    0.047922      465.97       416.9    0.012413      316.26      425.25    0.017056]"
single_video_bad.mp4,4,227,"[     514.58      209.31      0.9984      563.55      195.08     0.98343      511.07      151.79     0.99882      607.91       183.4     0.10474      484.37      77.192     0.74344      600.62      203.43     0.78455      341.93      141.42     0.94324      642.22       296.4      0.4274      160.84      297.94
     0.85548       536.4      317.46     0.52788      270.39       353.6     0.84249      490.34      456.47     0.35595      308.78      443.15     0.49921      517.24      469.37    0.029125      315.48      472.02    0.048571      454.71      417.98    0.011706      317.46      423.86    0.015791]"
single_video_bad.mp4,4,233,"[      510.1      207.54     0.99834      560.28       193.3     0.98366       506.7      148.73     0.99875      606.88      182.01     0.10852      481.79      73.889     0.72694      601.52      199.85     0.78874      343.14      142.27     0.94511      641.26      296.15     0.43781      161.25      297.55
     0.85619      540.62      317.14      0.5387      267.26      361.54     0.84266      507.04      458.13     0.34542      324.78      446.89     0.48907      530.13       463.4    0.029499      318.23      466.82    0.048862      460.68      420.32    0.012383      320.46      428.27    0.016709]"
single_video_bad.mp4,4,239,"[     511.13       204.6     0.99834      561.55      189.57     0.98419      507.42      145.24     0.99859      608.69       178.5     0.12257      482.03      70.248     0.72582      604.98      200.73     0.77559      343.57      139.87     0.94561       641.1      300.53     0.40536      166.46      305.98
     0.85708      539.33      316.94     0.50579      270.81      356.35     0.84145      510.41      457.85     0.35041      325.43      446.11     0.50425      524.29      471.85    0.028883      325.69      476.55    0.049413      460.86      422.84     0.01141      328.85      430.24    0.015717]"
single_video_bad.mp4,4,245,"[      513.1      202.98     0.99846       563.5      187.13     0.98329       509.2      143.56     0.99881      610.41      176.23     0.10391      483.57      70.572     0.72685      603.42      198.42     0.77637      346.13       141.1     0.94547      640.76      297.19      0.4087         167      304.05
     0.85392      539.82      316.87     0.51394      275.23      360.69     0.84181      515.56      457.36     0.32005       334.2      447.64     0.46837      543.28       461.7    0.027775      333.06      465.57    0.047533      468.89      421.17    0.012025      328.84      428.98    0.016637]"
single_video_bad.mp4,4,251,"[     513.45      202.56     0.99864      563.02      186.34     0.98615      508.95      143.56     0.99892       606.6      176.37     0.11661      481.48      70.545     0.73992      601.62      197.29     0.80659      339.11       139.8     0.94851      640.95      301.06     0.47685      167.66      296.63
     0.86593      537.51         317     0.56978       266.2      353.94      0.8515      510.18      454.84     0.40629       327.2      444.27     0.54903      527.84      478.77    0.032829      328.84      483.63    0.053338      465.98      427.21    0.012114      331.19      434.09     0.01618]"
single_video_bad.mp4,4,257,"[     506.63      205.51     0.99825      555.92      187.83      0.9825      500.36       147.7     0.99868      602.97      173.66     0.11046      472.11      74.436     0.71503      604.77      192.01     0.78358      333.83      144.66     0.94361       640.3      301.05     0.42703       176.2      298.61
     0.84951      539.98      317.98     0.52635       238.6      362.13     0.83397      520.03      456.94     0.32447      333.33       449.4     0.46781      545.31      462.81    0.028558      339.93      467.51    0.047638      473.41      429.36    0.012496      323.04      438.75     0.01701]"
single_video_bad.mp4,5,269,"[     495.18      238.99     0.99718       545.6      217.03     0.97518      482.94      183.04     0.99816      594.64      193.27     0.13901      449.73      109.84     0.71735      590.85      202.16     0.69056       324.7      162.71     0.94021      628.49      287.31      0.2938      154.58      323.58
     0.85366      556.01      315.13     0.39961      249.13      377.58     0.84146      495.23      453.92      0.2502      319.63      445.21     0.41387      515.87      456.34    0.023683      314.86      462.43    0.047443       439.3      416.72    0.011478      298.88       430.7    0.017696]"
single_video_bad.mp4,5,275,"[     486.67      254.69     0.99766      538.99      235.09     0.97872      475.97      197.31     0.99868      588.92      212.08     0.13292      445.89      122.79     0.71859      579.89      214.27     0.67831      322.24      168.77     0.93502      599.16      288.61     0.28625      149.45      327.67
      0.8445      531.93      314.93     0.39281      248.64       376.6     0.83461      485.55       453.4     0.24384      317.67      443.12      0.4032       509.2      454.97    0.024716      308.44      458.21    0.048625      438.76      411.06    0.012067      295.64      425.95    0.018373]"
single_video_bad.mp4,5,281,"[     482.18      262.77     0.99761      534.72      243.94     0.97401      472.61      204.87     0.99873      584.22      215.48     0.10545      443.78      124.94      0.7105      577.48      210.94     0.68337      319.91      171.69     0.93359      615.26      287.27      0.3037      146.62      330.62
     0.84329      528.02      315.45      0.4206      250.05      375.58     0.83802      491.19      452.47     0.24302       321.1      444.12     0.39709      511.83      455.34    0.024453      309.23       458.8    0.047094      441.77       410.3    0.011926       296.4      423.67    0.017952]"
single_video_bad.mp4,5,287,"[     480.57      257.46     0.99733      532.41      238.74     0.97566      470.68      200.31     0.99833      583.46       208.6     0.12686      442.37      119.39     0.72101      579.47      206.27     0.72253      318.06      166.49     0.93878      600.53      286.04     0.36715      146.81      331.75
     0.86269      531.77      313.75     0.47543      261.92      374.07      0.8538      482.27      464.15     0.32959      306.73      455.34     0.48986      503.31      475.69    0.029217      303.39      480.38     0.05398      433.88      426.42    0.012056      296.47      435.13    0.017687]"
single_video_bad.mp4,5,293,"[     482.96      249.56     0.99769      534.68      230.17     0.97841      473.68      191.67     0.99839      584.97      201.05     0.13078      444.72      110.54      0.7059      592.31      206.46     0.72968      319.61      160.03      0.9424      633.55       298.6     0.36049      150.52      339.06
     0.86475       536.6      316.46     0.47747      273.22      363.14     0.85825       494.6      466.14     0.31942      307.47      456.15     0.48133      499.49      478.65    0.027447      301.33      484.13    0.051205      430.87      423.68    0.011335      300.81      430.84    0.016726]"
single_video_bad.mp4,5,299,"[     498.54      240.69     0.99725      548.61      220.74     0.96876      491.39      181.63     0.99832      602.19       193.7    0.087881      461.31      98.898     0.73122      601.17      209.92     0.67045      327.78      156.76     0.92841      640.26      297.26     0.24291      156.18      343.33
     0.82084      554.54       316.8     0.34604       277.6      354.36     0.81333      500.39      463.54     0.22626      310.31      454.37     0.38129      525.03      465.37    0.021201      314.77      470.39    0.040915      464.02      415.99   0.0099773      313.21      420.11     0.01477]"
single_video_bad.mp4,5,305,"[     514.32      226.53     0.99784      561.66      211.22     0.97621      508.52       171.7     0.99868      603.88         192    0.073493      475.51      92.326     0.78302      594.76      208.37     0.75729      333.44      151.55     0.94013      642.15      295.78     0.35051      161.99      330.96
     0.84093      543.13      315.82     0.44558      283.86      356.63     0.82762      492.93       461.1     0.29544      308.69      451.23     0.43997      533.19      465.44    0.025457      321.96       470.1    0.045034       462.9      415.61    0.011118      319.19      419.62     0.01561]"
single_video_bad.mp4,5,311,"[     520.58      216.94     0.99705      566.73      202.46      0.9641      515.86      162.87     0.99806         605      184.75    0.053038      482.41      85.495     0.77053      594.86      202.23     0.79516      335.03       143.5      0.9464      640.65       296.6     0.43465      188.47      314.53
     0.85834      547.14      318.32      0.5065      213.48      358.35      0.8287      501.56      457.68     0.37309      320.48       448.2     0.51789      533.69      474.79    0.031376      329.98      482.49    0.052239       473.4      432.95     0.01229       315.9      441.24    0.016575]"
single_video_bad.mp4,5,317,"[     522.75      208.69     0.99674      567.63      195.73     0.96557      518.23      156.58     0.99758      603.67      180.93    0.059555      484.25      81.532     0.76876      590.16      199.98     0.82107         337      139.08     0.94806      640.49      295.78     0.48764       195.3      321.58
     0.85822      541.49      317.62     0.55272         215       359.9      0.8288      496.49      456.91     0.37837      317.31      446.94       0.507      528.24      466.38    0.031418      333.75      472.36    0.049563      467.46      425.64    0.012415       319.7      431.23    0.016195]"
single_video_bad.mp4,5,323,"[     523.61      207.35     0.99745      569.58      191.35      0.9689      518.19      152.56     0.99822      606.75       177.5    0.058642      482.38      78.712     0.77709       592.2      199.31     0.80404      333.35      143.04     0.94663      640.87      294.51     0.47081      176.36       319.3
     0.86339      541.78      316.68     0.55968      267.38      372.51     0.84811       499.3      462.37     0.37206      318.32      453.71     0.50871      538.55      472.35     0.02984       326.6      480.68    0.048943      470.24      429.93    0.011851      325.61      436.53    0.015861]"
single_video_bad.mp4,6,335,"[     534.26       201.9     0.99719      576.06      177.97     0.95103       525.1      146.08     0.99838      605.54      165.04    0.030647      479.21      79.967     0.80974      584.28      199.86      0.8087      330.75      143.34     0.94657      639.95      298.12     0.48175      169.85      322.36
      0.8648      543.85      317.28     0.57208      268.04      370.65     0.85424      495.51      461.18     0.36745       317.9      454.51      0.5012      540.82      466.07    0.030081       339.4      475.98    0.049471      475.02      427.04      0.0122      329.05      432.88    0.016341]"
single_video_bad.mp4,6,341,"[     541.46      195.67     0.99688       581.7      169.76     0.93809      531.07      140.18     0.99823       609.9      157.44    0.026795      481.52      77.604     0.85716       583.5      202.96     0.64361      332.79      142.74     0.94077      639.93      307.14     0.16908      165.38      333.44
     0.84133      572.75       321.8      0.2246      327.64      360.22      0.8101      489.75      463.46      0.2218      310.15      457.01     0.41352      536.44      456.61    0.021198      338.53      469.93    0.049434      471.46      414.04    0.010416      332.67      421.37    0.017267]"
single_video_bad.mp4,6,347,"[     553.79      191.41     0.99433       590.2      159.95     0.86269      540.49      136.36     0.99704      616.84      144.16    0.015385      486.59      79.121     0.84213         587      207.58     0.60023      341.17      137.55     0.93476      634.82      315.99     0.15151      174.75      337.35
     0.84033      541.25      325.75     0.21576      337.82       364.4     0.81735      489.02       467.3      0.1933      311.67      459.67     0.38402      535.85      449.43    0.019574      353.07      464.15    0.047573      476.59      411.54    0.010022      340.83      419.88    0.016996]"
single_video_bad.mp4,6,353,"[     563.11      191.29      0.9916      596.87      159.77     0.78437      549.36      139.11     0.99616      621.88      141.67    0.011296      491.76      82.655     0.83124      583.84       209.7     0.58626      343.28      139.61     0.92969      633.61      304.28     0.16748      172.73      331.95
     0.84508      520.21      322.31     0.25279      329.25      369.39     0.83387      485.16      470.42     0.18845       309.7      462.92     0.37224      538.69      449.64    0.017708      343.93      464.87    0.042096      475.87      407.15   0.0092017      334.69      418.58    0.015303]"
single_video_bad.mp4,6,359,"[     565.38       201.9     0.99077      596.57      165.79     0.69584      551.31      147.57     0.99659      619.96      143.56    0.006939      487.93      89.825     0.85224      583.04      208.54      0.5257      339.13      147.64      0.9241      637.62      299.75     0.12275      163.83      331.33
     0.83223      578.61      316.65     0.18544      308.21      378.07     0.80987      484.07      468.61     0.15333      310.77      463.09     0.33409      535.98      441.88      0.0158      341.71      459.99    0.040863       473.4      407.16   0.0090786      328.33      420.26    0.015851]"
single_video_bad.mp4,6,365,"[     567.72      207.38      0.9865      595.06      171.83     0.60265      554.32      155.14     0.99593      614.27      151.31   0.0058469      485.91      102.97     0.86322      569.11      222.34     0.49417      338.74      156.22     0.91585      605.63      307.56     0.10148      154.09      338.85
     0.80979      540.04      325.37     0.15884      302.69      377.66     0.79065      459.48      466.22     0.11849      297.11      459.87     0.27541      516.27      428.67    0.014224      337.68      446.72    0.037381      462.16      395.43   0.0089018      322.24      411.62    0.015543]"
single_video_bad.mp4,6,371,"[     569.62      210.88     0.97157      597.92      181.91     0.55244      555.59      165.76      0.9905      610.01      157.35     0.01025      492.15      112.93     0.86527      550.65       224.8     0.61802       341.4      158.37     0.94032      509.28      320.22     0.18851      152.77      335.82
     0.85449      516.63      320.76     0.25029       293.2      383.33     0.82914      451.35      474.71     0.17327       297.1       467.8     0.33844      489.83      448.47     0.01572      316.49       462.1     0.03685      426.35      404.94   0.0089126      303.07      423.41    0.014689]"
