video,group,frame,landmarks
video3.mp4,12,71,"[          0           0      292.23      254.14       295.1      459.94     0.93976      307.67      120.25     0.99529      321.66      100.15     0.99706       301.8      104.88     0.90274       363.2      102.79     0.98485      307.57      112.33     0.27625      408.77      201.27      0.9651      329.85
      198.43     0.97464      375.86      357.71     0.92321      290.44      296.94     0.92124      249.54      364.23      0.9207      239.88      316.92     0.91043      397.82      395.59     0.85696      337.03      376.97     0.87664      318.91      480.27     0.36611      239.76      436.81     0.36344
      343.62      471.13    0.091117      275.32      461.19    0.094362]"
video3.mp4,13,77,"[          0           0       293.1      254.26      295.05      460.48     0.94047       308.6      120.74     0.99586      322.76      101.22     0.99729      301.94         106     0.92876      363.86      103.53     0.98308         306      113.49       0.281      408.83      202.24     0.96508      329.68
      198.88     0.97487       378.8      360.41     0.92235      293.35      298.61     0.92154      251.19       364.8      0.9203      241.21      318.68     0.91078      398.76      398.26     0.85295       337.5      379.24     0.87377      318.75      482.41     0.35338       242.2      439.92     0.35241
      351.85      470.51    0.088096      278.68      459.56    0.091634]"
video3.mp4,14,83,"[          0           0       294.2       254.1      295.16      460.54     0.94304      307.73      122.27     0.99584         322      102.22     0.99743      301.04      106.61     0.92151      363.97      103.08     0.98391      305.33      112.19     0.27487      409.42      203.75     0.96487      330.29
      195.91     0.97449      379.05      363.67     0.92186      293.43      297.51     0.92075      252.24      365.05     0.92015       242.2      317.62     0.91051      399.56      400.36     0.85019      338.17      380.16     0.87121      321.02      484.04     0.34435      244.99      442.08     0.34355
       354.7      471.39    0.085184      281.18       459.1    0.088689]"
video3.mp4,15,89,"[          0           0      296.78      254.08       291.5      460.11     0.94409      308.22      123.18     0.99542      321.91      103.25     0.99726      302.42      106.95     0.89169      364.11      103.12     0.98518      308.43      111.02     0.26305      409.81      203.87     0.96412      330.59
      194.83     0.97391       380.3      365.31     0.92137      294.62      297.49     0.92014      255.48      366.01     0.92001      242.62      318.25     0.91009      399.49      402.93      0.8461      337.61       382.3     0.86758      321.01      484.81     0.33057       245.7      443.83     0.32962
      356.39      471.34    0.081559      281.96      458.95    0.084814]"
video3.mp4,16,95,"[          0           0       297.8      254.12      291.93      461.64     0.94492      309.94      125.66     0.99488      322.77      105.97     0.99618       304.5      109.55     0.82904      365.36      103.96     0.98077      312.96      112.34     0.26143      409.82      204.79     0.96285      332.66
      199.32     0.97393      380.02      365.58     0.92752      297.47      299.13     0.92773      257.35      369.58     0.93001      242.65      320.44     0.92176      400.57      402.74     0.86059      339.38      384.07     0.88184      326.39      480.57     0.35391      248.86      444.61     0.35463
      361.83      477.09    0.082539      288.24       463.2    0.085733]"
video3.mp4,17,101,"[          0           0      298.97      254.13      294.01      461.41     0.94626      313.57      126.84     0.99477      325.74      106.79     0.99608      307.54      110.79     0.83326      367.17      103.26     0.98024      316.03      113.04     0.26762      412.26      204.47     0.96225      334.83
      200.36     0.97387      380.14      362.39     0.92626      299.64      301.18     0.92774      257.13      371.35     0.92888      242.94      321.13     0.92183      402.39      402.95     0.85714      341.15      385.27     0.87918      329.41      481.26     0.34188      250.61      447.64     0.34354
      360.34      475.87    0.079401      289.38       462.6    0.082554]"
video3.mp4,18,107,"[          0           0      299.59      254.09      294.72      460.84     0.94657       314.8      128.66     0.99466      326.53      109.02      0.9961       308.4      113.31     0.83747      367.99      103.87     0.98003       316.9      114.39     0.26566      413.12      205.08     0.96172       335.5
      202.81     0.97353      379.56      360.67     0.92544      300.45      303.72     0.92692      256.87      375.54     0.92795      244.79      324.16     0.92085      402.77      404.27     0.85218      341.39      386.94     0.87462      328.77      481.54     0.32993      247.97      445.41     0.33104
      356.64      475.14    0.076722      287.09      462.64    0.079743]"
video3.mp4,19,113,"[          0           0      299.32      254.03      295.17      460.47     0.94617      318.27      127.37     0.99435      329.86      107.92     0.99596      312.04      111.98     0.83056      371.07      102.67     0.98111      319.56      112.78     0.28222      412.11      196.42     0.96241       335.2
         201     0.97438      380.46      349.21     0.92632      300.54      302.07     0.92842      259.15      375.62      0.9257      245.46       325.4       0.919      404.32      405.12     0.86075      343.39      390.32     0.88197      331.99       481.1     0.33647      253.43      447.79     0.33812
      358.93      474.84    0.078922      291.08      463.82    0.082143]"
video3.mp4,20,119,"[          0           0      298.19         254       294.2      459.88     0.94224      320.04      124.83     0.99585      331.36      105.56     0.99679      312.12      110.51     0.89944      370.98      98.694     0.97809      316.62      111.16      0.3026      406.38      183.61     0.96282      338.99
      195.12     0.97469      380.25      336.55     0.92731      300.96      291.77     0.92945      257.04       376.7     0.92373      242.77       322.9      0.9176      404.43      402.88     0.86845      348.37      389.76     0.88877       330.5       481.2     0.34146      257.05      448.27     0.34333
      357.74      475.29    0.080079      291.55      464.03    0.083438]"
video3.mp4,21,125,"[          0           0      301.27      253.79      294.08      459.95     0.94539      317.99      129.46      0.9961      328.32      109.24     0.99696      309.33      114.86     0.90132      366.84      99.388     0.97898      313.95      113.26     0.30452      408.98      190.46     0.96455      339.35
      197.12     0.97499       380.1       340.1     0.92907      301.39      292.92     0.92905      256.78      378.01     0.92495      242.27      323.89     0.91725      403.05      403.14      0.8756      344.79      389.12     0.89375      330.85      482.55     0.36251      247.71      451.71     0.36168
      358.12      477.33    0.084923      291.34      467.69    0.087629]"
video3.mp4,23,137,"[          0           0      297.36      254.39      297.35      458.81      0.9497      312.28      134.74     0.99488       322.4      114.58     0.99633      304.21      120.08     0.85883      361.57      105.73     0.98012      310.79      119.21     0.27785      408.54      198.11     0.96276      335.32
      201.67     0.97368      378.77      348.59     0.92738      299.86      297.54     0.92726      253.77      385.04     0.92513      243.14      327.53     0.91751      402.06      409.66     0.85711      342.11      394.62     0.87783      328.29      484.52     0.31405      247.06      453.37     0.31372
      353.38      475.11    0.072947      292.81       461.4    0.075451]"
video3.mp4,24,143,"[          0           0      297.48      257.35      298.06       451.8     0.94879       306.5      139.74     0.99388      316.82      119.86      0.9959      299.59      124.55     0.79409      357.12      112.49     0.98122      309.27      123.46     0.25722      404.99      205.61     0.96255      334.85
      200.98     0.97279      377.83      359.02     0.92806      299.65      298.08     0.92599      255.56      384.76     0.92633       244.1       327.9     0.91701       401.3      409.56     0.85554      341.79       391.9     0.87573      329.66      483.83     0.31966      243.02      448.49     0.31791
      352.34      476.56    0.074391      288.45      462.66    0.076848]"
video3.mp4,25,149,"[          0           0      298.28      259.64      299.33      447.45     0.94962      301.54      141.42     0.99375      311.31      121.14     0.99622      295.54      126.36     0.71059      353.19      114.14     0.98491      309.16      126.09      0.2395      402.72      207.52     0.96208      334.43
      199.22     0.97207      380.97      365.52     0.92811       301.2       299.1     0.92471      257.96      384.37     0.92669      245.39      329.47     0.91606      403.48      408.74     0.85453      345.05      389.88      0.8746      332.23      483.54     0.32544      249.14      446.03     0.32371
      357.31      477.86    0.075851      292.47      463.64    0.078664]"
video3.mp4,26,155,"[          0           0      298.86      259.51      299.17      448.15     0.94848      298.86      141.83     0.99372      309.78      121.28     0.99621      293.26      125.94     0.72676      352.13      116.33     0.98518      305.92      126.44      0.2401      402.53      209.91     0.96214      331.25
      202.63     0.97219      381.68      369.79     0.92766       301.8      304.91     0.92427       256.6      385.13     0.92743      245.32       333.9     0.91678      404.56      408.61     0.85086      344.63      389.62     0.87145      336.57      482.29     0.33124      245.45      439.54     0.32996
      354.46      478.59    0.077873      289.86      465.95    0.081116]"
video3.mp4,27,161,"[          0           0      298.59      258.93      301.72      448.79     0.94851      298.19      141.92     0.99287      309.53       121.5     0.99575      293.19      125.59     0.68654      352.53       118.4     0.98542      306.67      127.21     0.23459      402.36      211.81     0.96106      330.21
      203.75     0.97157      380.99      373.16     0.92625      300.95      306.09     0.92341      253.65      388.67     0.92688      245.53      337.49     0.91699      405.11      411.08     0.83894      344.38       392.7     0.86141      337.24      484.13     0.29632      248.85      447.95     0.29588
      356.96      477.77    0.067847      289.85      463.97    0.070583]"
video3.mp4,28,167,"[          0           0      296.28      259.39      305.76      447.77     0.94917      297.47      141.25     0.99311       309.1      121.26     0.99588       292.6      125.01      0.6961      351.94      118.69     0.98571      305.91      126.68      0.2341      401.79       211.8     0.96137      329.63
      204.62     0.97194      377.57      373.32     0.92709      299.49      307.58     0.92437      250.11      392.85     0.92731      244.02      339.22     0.91779      404.48      412.57     0.83936      343.46      394.55      0.8621      334.99      486.13     0.29234      246.61       451.8     0.29187
      353.87      479.87    0.066026      286.44      466.42    0.068569]"
video3.mp4,29,173,"[          0           0      295.88      260.03      306.09      447.02     0.94906      298.06      140.82     0.99289      309.13      120.83     0.99578      293.06      125.07     0.68326      351.65      117.48      0.9859       306.6       126.7     0.23466      401.59      210.39     0.96172      329.62
      203.75     0.97205      375.65      371.17     0.92799      298.13      306.56     0.92487      248.07      394.02     0.92734      242.92      339.57     0.91764      402.53      413.74     0.84131      341.55      395.85     0.86339      334.31      486.38     0.29153       243.6      451.72     0.29038
      351.76      479.69    0.066034      283.43      466.59     0.06841]"
video3.mp4,30,179,"[          0           0      296.44      260.69      306.06      445.89     0.94903      301.43      142.22     0.99391      313.25      122.63     0.99618      295.84      126.33     0.77476      355.57      118.87     0.98434      305.82      127.09     0.24808      400.11      209.93     0.96206      331.37
      203.71      0.9726      377.93      372.05       0.927      298.91      305.54     0.92518      249.08      393.78     0.92605      244.17      339.08     0.91745      403.86       412.6     0.84179      344.47      395.12     0.86435      335.84      487.14     0.29301      246.64      453.79     0.29281
      351.88      481.44    0.066059      285.51      468.02    0.068589]"
video3.mp4,31,185,"[          0           0      295.47      261.37      308.22      444.88     0.94772      338.17      141.92     0.99834      349.82      120.64     0.99691      321.95      126.52     0.99179      372.58      122.36     0.89378      309.28      138.02     0.52325      405.66      215.41     0.96663      324.06
       213.8     0.97761      378.14      373.55     0.91276      296.03      314.06     0.92612      249.52      395.27     0.90087      244.86      342.39     0.90702       405.9      414.79     0.84723      341.08      399.24     0.87173      338.23      487.14      0.3098      245.41      453.04     0.32006
      348.65      478.55    0.073896      281.55      466.27    0.078205]"
video3.mp4,32,191,"[          0           0      293.81      260.41      311.21      446.77     0.94777      351.46      148.11      0.9986      362.69      124.78     0.99565      331.99      131.22     0.99561      382.31      124.58     0.70305      312.86       143.1      0.5961      410.65      227.37     0.96565      319.72
      215.34     0.97757      374.17      387.02       0.904      291.39      313.12     0.92356      246.77      398.16     0.89048      242.69      343.51     0.90299      406.89      420.87     0.83377      338.27      404.34     0.86178      341.58      489.05     0.28534      249.24      460.46     0.29969
      350.36      478.01    0.068564      282.96      464.86     0.07303]"
video3.mp4,34,203,"[          0           0      291.68      261.34      313.47      445.19     0.94794      343.75      152.94     0.99844      356.69      130.22     0.99675      326.15      135.33     0.99392      379.72      130.69     0.84853         310      144.96     0.55313      409.47      232.93      0.9663      321.37
      217.19     0.97759      373.03      395.88     0.90538      292.23      314.44     0.92187      245.05      401.58     0.89175      241.85      346.11     0.90035       404.9      428.05     0.82743       338.1      409.54     0.85623      334.91      490.95     0.27702      245.53      459.68     0.28887
      354.52      478.28     0.06715      287.49      463.86     0.07132]"
video3.mp4,35,209,"[          0           0      291.31      261.32      314.12      444.97     0.94769      309.88      148.03     0.99676      325.92      128.23     0.99735      300.99      131.03      0.9634      364.95      130.61     0.97841      299.95      136.28      0.3282      405.44      230.32     0.96416      324.28
       217.9     0.97504       372.8       393.1     0.91763      292.92      316.15     0.92147         243      403.67     0.91444      242.09       346.3     0.91021      405.36      428.22      0.8169       341.1      409.39     0.84503      333.64      489.48      0.2624      241.36      457.97      0.2659
      352.88      478.84    0.061797      289.04      464.76    0.064626]"
video3.mp4,36,215,"[          0           0      290.73      263.73      315.79      441.07     0.94523      295.15      138.95     0.98451      307.23      121.43     0.99124      294.53      123.69     0.34279      349.52      127.61     0.98672      314.76      131.06     0.20941      400.01      227.09     0.95845      328.71
      215.33     0.97093      373.41       390.8     0.92246      295.41      316.71     0.92159       241.2         406      0.9249      241.93      347.78     0.91679      405.93      429.57     0.79913      346.41      411.84     0.82965       336.6      484.96     0.23405      242.16      455.12     0.23554
      345.08      478.28    0.053863      290.07         467    0.056133]"
video11.mp4,1,5,"[          0           0      299.18      254.61      270.65      462.41     0.94726       242.2      150.48     0.96509      244.86      130.43     0.98805      239.77      133.23    0.066893      285.99      122.87     0.99119      305.16      117.84    0.097723      344.88      245.76     0.96074      376.29
      193.77     0.93969      327.79      463.65     0.90935      358.02      339.96      0.8002      216.04      429.67     0.89338      250.72      333.61     0.79416      343.84      484.29       0.661      364.68      450.12     0.63678      158.78      479.41     0.17426      204.14      434.36     0.13353
      222.45      482.72    0.045344       241.8      466.48    0.039213]"
video11.mp4,2,11,"[          0           0      300.91       254.6      271.37      461.79     0.94783      231.68      162.41     0.95229      233.29      142.49     0.98379      228.64      145.14    0.054418      275.35      132.54     0.98881      296.71       125.8    0.083988      340.69      250.15     0.95498      367.99
      194.03     0.93177      328.49      466.63     0.89857      354.37      343.11     0.78474      217.75      427.88     0.88688      249.98      335.69     0.78833      351.04      485.45      0.5469      367.48      452.39     0.52431      167.82      476.42     0.10116      211.04      438.78    0.077208
      226.39      475.72    0.028187      259.01      454.72     0.02446]"
video11.mp4,3,17,"[          0           0      301.11      261.94      270.09      447.89     0.95362      209.86       192.8     0.90494      207.31      173.87      0.9696      204.94      177.37    0.037086       246.5       156.4     0.98701      276.84      150.39    0.074932      323.77      262.37     0.95146      349.99
      210.02     0.92361      336.27      470.32     0.89552      355.74      352.87     0.77406      228.25      426.61     0.88189      250.25      337.18     0.77821      353.42      489.03     0.54217      367.26      457.35     0.51693      167.18         478     0.10162      208.38      443.03     0.07734
      232.13      478.38    0.028627      261.96      459.05     0.02485]"
video11.mp4,4,23,"[          0           0      290.44      270.59      280.86      431.72     0.93568      191.78      212.35     0.83747      185.51      194.78     0.93825      185.16      197.82    0.024389      217.59      174.13     0.98466      250.57       164.9    0.076758      304.18      266.94     0.94918      332.39
       212.5     0.92021      329.73      470.48     0.89119      354.84      347.81     0.77339      236.52      417.02      0.8685      251.82       334.5     0.76325      357.78      486.49     0.54605      371.59      456.66     0.52489      171.72      470.89     0.09724      203.03      446.61    0.075121
       225.6      481.68    0.026611      266.27      464.29    0.023198]"
video11.mp4,5,29,"[          0           0      287.19      272.47      290.44      428.57     0.94162      188.02      218.32      0.7539      179.46      201.38     0.89316      181.23      203.94    0.017816      207.77       181.4     0.98432      248.72      167.53    0.076969      301.42      266.34     0.94966      330.11
      209.46     0.91891      338.49      467.55     0.89778      356.04      342.15     0.77894      242.71      406.33     0.87311      254.59      330.85     0.76388      363.19       482.1     0.60288      374.31      450.07     0.57926      178.03      456.41     0.13097      204.47      435.38      0.1015
      225.44      480.73    0.035092      264.72      464.23    0.030541]"
video11.mp4,6,35,"[          0           0      291.95      270.01      291.14      433.77      0.9438      195.59      212.05     0.73956      187.37      195.87     0.87257      188.96      197.95    0.019003      214.68      175.55     0.98095      256.39      160.44    0.078071      309.03       263.2     0.95281      337.78
      204.06     0.92367      345.37      466.58     0.90502      358.51      341.61     0.78994      244.85      405.67     0.87858      253.57      322.69     0.76996      364.41      482.91     0.66385      374.59      448.94     0.64059      173.64      466.46     0.16538      196.69      439.57     0.12819
      228.61      486.51    0.041522      249.07      472.92    0.036005]"
video11.mp4,7,41,"[          0           0      295.12      266.52      290.05      440.65      0.9463      202.61      206.55     0.74111      193.01      189.65     0.87286       195.4      192.27    0.016119       220.5       167.3     0.98367      265.55      152.16    0.080883      313.67      256.27     0.95415      346.36
      192.07     0.92628      347.86      464.68     0.90578      361.14      333.46     0.79073      247.07       401.9     0.87737      256.77      319.31     0.76541      367.81      482.84     0.66979      380.41      448.05     0.64775      173.33      470.14     0.16248      196.98      442.94      0.1257
      230.44       485.1    0.040368      251.39      471.84    0.034938]"
video11.mp4,8,47,"[          0           0      298.66      264.63      285.79      443.95     0.94933      205.01      204.01     0.81157      195.93      186.55     0.91997      197.47      189.93    0.019212      225.45       161.9     0.98732      266.28      151.41     0.08009      316.77      250.52      0.9546      347.04
      192.55     0.92564      353.29       462.5     0.90753      367.76      333.55      0.7872      248.49      398.71     0.88248      261.37      317.94     0.76573      367.72      481.95     0.67738      378.28      446.83     0.65243      168.89      472.19     0.17288      190.76      440.66     0.13229
      237.82      485.22    0.043148      247.38      471.45    0.037105]"
video11.mp4,9,53,"[          0           0      304.27      261.11      278.55      450.49     0.95006      209.79       196.1     0.78594      201.18      178.12     0.90311      202.56      181.59    0.019864      229.88      153.55     0.98569      272.13      143.16    0.083302      319.34      246.82     0.95669      350.15
      189.13     0.92888      351.08      458.79     0.91383      368.51      326.44     0.79946      245.85      394.56     0.88887      262.72      314.85     0.77768      367.45      479.53     0.72159      378.96      443.45     0.69734      172.61      466.13     0.21595      194.62      432.84     0.16675
      230.76      487.19     0.05373      235.76      474.42    0.046179]"
video11.mp4,10,59,"[          0           0      305.55      256.06      278.05      459.87     0.95009      212.32      185.39     0.84791      205.37      166.44     0.93818       205.3      170.27    0.026406      235.52      141.85     0.98712      275.13      133.87    0.091841       323.2      237.14     0.96126      351.91
      183.09     0.93757      351.63      449.53     0.92164      366.76      323.14     0.81891      245.56      390.87     0.89662      264.31      310.13     0.79386      366.52      474.67     0.78491      375.79      437.63     0.76488      170.03      461.61     0.30683      190.94      423.52     0.24314
      227.46      490.88    0.077415      219.27      481.07     0.06687]"
video11.mp4,12,71,"[          0           0      302.48      254.89      275.92      461.98     0.94209      213.55      174.38     0.86927      206.23      155.03     0.94768      206.56      159.66    0.025328      236.78      129.95     0.98977      273.89      124.75     0.09859      321.92      223.83     0.96427      352.35
       172.3     0.94484      350.63      434.85     0.92918      367.05      308.11     0.84234      247.37       377.2      0.9043       261.8      300.83     0.81283      365.48      465.26     0.83226      375.23      424.65     0.81849      165.13      453.33      0.4101      198.26      396.63     0.34036
      207.52      487.35     0.11223      212.43      478.46     0.10011]"
video11.mp4,13,77,"[          0           0       296.6      254.99      280.61       461.9     0.94349      210.41      172.09     0.88763      203.57      152.68     0.95612       203.2      157.44    0.030518      234.47      126.83      0.9901      269.35      121.43    0.098899      317.46      218.31     0.96425      349.66
      165.88     0.94643      348.85      428.75     0.93032      364.17      302.01      0.8488      245.26      371.41     0.90649      257.58      295.99     0.82007      366.16      460.87     0.83121      377.45      421.03     0.81973      166.54      445.05     0.40528      195.31      393.64     0.33753
      212.69      485.84     0.10992      214.64      476.24    0.098034]"
video11.mp4,14,83,"[          0           0      290.93      255.02      282.15      460.46     0.94195      205.77      167.89     0.88621      198.76      148.63     0.96035      198.82      152.91     0.02543      228.77      123.08      0.9894      264.49      115.15    0.085176      314.58      213.69     0.96184      345.09
       156.5     0.93879      347.82      422.04     0.92439      355.62      298.99     0.82862      241.63      362.07     0.89771      257.26      289.84     0.79938      363.29      456.49     0.82994      370.87      415.27      0.8147      165.03      442.86      0.4433      193.96      387.03     0.37051
      211.23       473.7     0.13433      215.52      467.58     0.12037]"
video11.mp4,15,89,"[          0           0      283.53      254.63      282.99      460.33     0.94099      197.83      164.47     0.90114      191.51      145.37     0.96749      190.68      149.78    0.034644      221.83      119.16     0.98954      253.99         112     0.08461      307.85      210.45     0.96384      337.71
         153     0.94186      340.76      416.76     0.92896      345.68      296.86     0.83792      235.64      359.88     0.90296      249.61      287.48     0.80953      359.59      449.04     0.84872      365.78       406.6     0.83508      162.54      440.72     0.49536      189.53      380.85     0.42096
      211.39      474.17     0.15926      213.23      467.27     0.14385]"
video11.mp4,16,95,"[          0           0      277.26      254.14       286.3      461.06     0.94467      189.25      159.19     0.87004      184.34      140.04     0.95158      183.07      144.28    0.034874      216.58      116.37     0.99052      243.76      111.52    0.093934       302.8      206.01     0.96678      328.45
      153.89     0.94587      333.58      415.07     0.93767      342.83      295.44     0.85013      229.55      359.24     0.91318      242.44      286.28     0.82058      354.48      445.36     0.86554      357.63      402.16      0.8507      158.98      444.96      0.4957      182.06       380.8       0.417
      203.27      483.23     0.14434      204.78      474.43     0.12858]"
video11.mp4,17,101,"[          0           0       275.3      254.33      282.64      461.41     0.93336      180.21      156.78     0.85789      175.88      138.32     0.95047      174.69      141.98     0.02907      210.17      116.31     0.99073      236.92      110.04    0.089881      297.68      206.36     0.96774       319.2
      153.83     0.94623      328.83      413.65     0.93888      334.21      292.43     0.85009      223.09      357.78     0.91302      233.25         286     0.81843      348.42       446.8     0.86507      349.34      401.68     0.84923      151.92      448.71     0.47665      174.88      378.63      0.3974
      210.53      482.43     0.13542       200.9      474.16     0.12047]"
video11.mp4,18,107,"[          0           0      269.16       252.5      292.91       459.1     0.93422      172.33       161.2     0.76908      168.29      142.12     0.89584      166.37      145.78    0.024496      200.51      120.17     0.98795      230.79      106.97    0.041739      296.87      209.78     0.98407      319.37
      146.68     0.96492      331.72      415.96     0.96295      323.64      295.86     0.85375      221.83      364.77     0.93898      226.29      290.42     0.82717      344.12      451.16     0.83026      343.46      404.46     0.81314      133.74      453.74     0.31104      156.59      397.82     0.22654
      209.12      469.36    0.050617      187.01      451.96    0.042682]"
video11.mp4,19,113,"[          0           0      259.78      253.53      308.93      460.56     0.91155       153.8      178.23     0.60804      149.53      159.87     0.80267      148.94       162.7    0.021777      184.22      138.44     0.98441       215.5      125.45    0.037906      293.62      228.92     0.98152      292.18
      177.91     0.95329      328.39      444.15     0.95325      313.91       310.8      0.8247      217.14      390.28     0.92437      214.99      304.26       0.805      341.72      472.18     0.68664      328.05      433.47     0.65532      128.78      466.93     0.12493      152.25      429.07    0.085492
      210.66      465.44    0.022551      200.28      450.72    0.018496]"
video11.mp4,20,119,"[          0           0      256.94      252.97      347.04       459.2     0.87772      142.99      206.17     0.55905      137.91      187.15     0.81452      140.28      189.66    0.024766      180.21      165.81     0.99085      213.11      149.63    0.042868      300.99      266.44     0.97408      288.28
      211.53     0.94507         338      462.22     0.89863      313.34      336.17     0.77835      209.02      437.17     0.83564      208.59      336.77     0.74356      348.24      484.31     0.44023      324.61      448.07     0.44181      155.09      471.26    0.049034      172.52      444.68     0.04031
      206.87      451.66    0.011312      224.18      440.14    0.010606]"
video11.mp4,21,125,"[          0           0      269.31      257.73      357.78      451.03     0.93532      155.68      231.62     0.77425      150.58      212.81     0.91636      149.47      213.77    0.018832      196.07      191.18      0.9781       227.5      174.41    0.059951      325.51      300.26     0.93475      305.84
      228.71     0.90739      368.07      485.94      0.8194      323.82      362.59     0.71604      232.97      470.05      0.8002      217.64      365.58     0.71848      360.56      493.64      0.2901      332.93      459.33     0.29053      189.54       478.9    0.031554      188.69      458.83      0.0267
      243.29      461.49    0.011367      244.61      441.42    0.010591]"
